Entry	Keywords
Q3MUY2	Complete proteome; Direct protein sequencing; Endoplasmic reticulum; GPI-anchor biosynthesis; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q504U0	Complete proteome; Cytoplasm; Reference proteome
Q8WVX3	Acetylation; Alternative splicing; Complete proteome; Membrane; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
Q9XRX5	Alternative splicing; Complete proteome; Reference proteome
A1L168	Complete proteome; Reference proteome
Q3LI60	Complete proteome; Keratin; Reference proteome; Repeat
Q30KQ6	Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
Q3LHN1	Complete proteome; Keratin; Reference proteome; Repeat
Q3MIV0	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
Q5TA76	Complete proteome; Keratinization; Polymorphism; Reference proteome
Q8IUC3	Complete proteome; Keratin; Reference proteome; Repeat
Q8N4H5	Acetylation; Alternative splicing; Complete proteome; Membrane; Mitochondrion; Mitochondrion outer membrane; Protein transport; Reference proteome; Transmembrane; Transmembrane helix; Transport
Q8N8P7	Complete proteome; Reference proteome; Secreted; Signal
Q9Y5L5	Complete proteome; Reference proteome
A0A0A0MT91	Complete proteome; Reference proteome
A6NL05	Complete proteome; Membrane; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
B3EWG3	Complete proteome; Polymorphism; Reference proteome
B3EWG4	Complete proteome; Reference proteome
B3EWG5	Complete proteome; Reference proteome
B3EWG6	Complete proteome; Reference proteome
O95167	Acetylation; Complete proteome; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Polymorphism; Reference proteome; Respiratory chain; Transmembrane; Transmembrane helix; Transport
Q00LT1	Complete proteome; Cytoplasm; Disease mutation; Membrane; Polymorphism; Reference proteome; Retinitis pigmentosa; Sensory transduction; Transmembrane; Transmembrane helix; Vision
Q8IUC0	Complete proteome; Keratin; Reference proteome; Repeat
Q8N8D9	Alternative splicing; Complete proteome; Reference proteome
Q8WXC6	Alternative splicing; Complete proteome; Phosphoprotein; Reference proteome
Q93083	Acetylation; Cadmium; Complete proteome; Copper; Metal-binding; Metal-thiolate cluster; Phosphoprotein; Reference proteome; Zinc
M0R384	Complete proteome; Reference proteome
P02795	3D-structure; Acetylation; Complete proteome; Direct protein sequencing; Metal-binding; Metal-thiolate cluster; Phosphoprotein; Polymorphism; Reference proteome; Zinc
P04732	Acetylation; Alternative splicing; Cadmium; Complete proteome; Copper; Direct protein sequencing; Metal-binding; Metal-thiolate cluster; Reference proteome; Zinc
P81534	3D-structure; Antibiotic; Antimicrobial; Complete proteome; Defensin; Direct protein sequencing; Disulfide bond; Reference proteome; Secreted; Signal
F8WBI7	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
O00198	3D-structure; Apoptosis; Complete proteome; Membrane; Mitochondrion; Reference proteome; Transmembrane; Transmembrane helix
O14519	3D-structure; Alternative splicing; Cell cycle; Complete proteome; Disulfide bond; Phosphoprotein; Reference proteome; Tumor suppressor
O15263	3D-structure; Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
P18545	3D-structure; Acetylation; Complete proteome; Hydrolase; Polymorphism; Reference proteome; Retinitis pigmentosa; Sensory transduction; Vision; cGMP
P57738	Acetylation; Chromosomal rearrangement; Complete proteome; Glycoprotein; Membrane; Proto-oncogene; Reference proteome; Transmembrane; Transmembrane helix
P80294	Acetylation; Cadmium; Complete proteome; Copper; Direct protein sequencing; Metal-binding; Metal-thiolate cluster; Phosphoprotein; Reference proteome; Zinc
P80297	Acetylation; Cadmium; Complete proteome; Copper; Direct protein sequencing; Metal-binding; Metal-thiolate cluster; Phosphoprotein; Reference proteome; Zinc
Q13956	Complete proteome; Hydrolase; Reference proteome; Sensory transduction; Vision; cGMP
Q3LI68	Complete proteome; Keratin; Reference proteome
Q3LI77	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
Q5T292	Alternative splicing; Complete proteome; Membrane; Polymorphism; Reference proteome; Signal; Transmembrane; Transmembrane helix
Q5T7P3	Complete proteome; Keratinization; Reference proteome
Q629K1	Complete proteome; Endoplasmic reticulum; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q8IUG1	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
Q96KF2	Complete proteome; Nucleus; Polymorphism; Reference proteome
P07438	Acetylation; Cadmium; Complete proteome; Copper; Metal-binding; Metal-thiolate cluster; Reference proteome; Zinc
P26678	3D-structure; Acetylation; Cardiomyopathy; Complete proteome; Disease mutation; Endoplasmic reticulum; Membrane; Mitochondrion; Phosphoprotein; Reference proteome; Sarcoplasmic reticulum; Transmembrane; Transmembrane helix
P35542	Acute phase; Complete proteome; Direct protein sequencing; Glycoprotein; HDL; Polymorphism; Reference proteome; Secreted; Signal
P60985	Alternative splicing; Complete proteome; Differentiation; Reference proteome; Secreted; Signal
Q08E93	Complete proteome; Reference proteome
Q3LI73	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
Q5T751	Complete proteome; Keratinization; Polymorphism; Reference proteome
Q5T753	Complete proteome; Keratinization; Polymorphism; Reference proteome
Q5T7P2	Complete proteome; Keratinization; Reference proteome
Q6UWT4	Alternative splicing; Complete proteome; Polymorphism; Reference proteome; Secreted; Signal
Q6UXB2	Angiogenesis; Chemotaxis; Complete proteome; Developmental protein; Differentiation; Direct protein sequencing; Disulfide bond; Reference proteome; Secreted; Signal
Q8N112	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q8NG35	Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
Q8WTQ1	Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Polymorphism; Reference proteome; Secreted; Signal
Q96A04	Chaperone; Complete proteome; Polymorphism; Reference proteome
Q96A98	Cleavage on pair of basic residues; Complete proteome; Neuropeptide; Reference proteome; Secreted; Signal
Q96DE5	3D-structure; Acetylation; Cell cycle; Cell division; Complete proteome; Cytoplasm; Mitosis; Nucleus; Reference proteome; Ubl conjugation pathway
Q99525	Chromosome; Complete proteome; DNA-binding; Nucleosome core; Nucleus; Reference proteome
Q9BTL3	Acetylation; Complete proteome; Nucleus; Phosphoprotein; RNA-binding; Reference proteome; mRNA capping; mRNA processing
A0A096LP83	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
A0A0B4J2B5	Complete proteome; Proteomics identification; Reference proteome
A1L190	Cell cycle; Cell division; Chromosome; Coiled coil; Complete proteome; Meiosis; Nucleus; Polymorphism; Reference proteome
F2Z3M2	Complete proteome; Reference proteome
O75324	3D-structure; Complete proteome; Membrane; Mitochondrion; Mitochondrion outer membrane; Phosphoprotein; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
O75438	Alternative splicing; Complete proteome; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Respiratory chain; Transmembrane; Transmembrane helix; Transport
P04430	Amyloid; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P04731	Acetylation; Cadmium; Complete proteome; Copper; Metal-binding; Metal-thiolate cluster; Phosphoprotein; Polymorphism; Reference proteome; Zinc
P0DM35	Acetylation; Complete proteome; Metal-binding; Metal-thiolate cluster; Reference proteome
P24311	Complete proteome; Direct protein sequencing; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Transit peptide; Transmembrane; Transmembrane helix
P58511	Coiled coil; Complete proteome; Membrane; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
P68431	3D-structure; Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Direct protein sequencing; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
P84243	3D-structure; Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Direct protein sequencing; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
Q16517	Alternative splicing; Complete proteome; Developmental protein; Reference proteome
Q2M2W7	Alternative splicing; Complete proteome; Polymorphism; Reference proteome
Q5T1J6	Complete proteome; Reference proteome
Q5T752	Complete proteome; Keratinization; Polymorphism; Reference proteome
Q5TA77	Complete proteome; Keratinization; Reference proteome
Q5TA78	Complete proteome; Keratinization; Polymorphism; Reference proteome
Q6UXD1	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q75MW2	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q8IUC2	Complete proteome; Keratin; Reference proteome; Repeat
Q8NHW6	Complete proteome; Polymorphism; Reference proteome; Secreted; Signal
Q99880	Acetylation; Chromosome; Complete proteome; DNA-binding; Direct protein sequencing; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation
Q9BRU2	Coiled coil; Complete proteome; Nucleus; Reference proteome; Repressor; Transcription; Transcription regulation
Q9BT56	Amidation; Cleavage on pair of basic residues; Complete proteome; Cytoplasmic vesicle; Hormone; Reference proteome; Secreted; Signal
Q9HCN2	Alternative splicing; Apoptosis; Complete proteome; Mitochondrion; Polymorphism; Reference proteome
Q9Y675	Complete proteome; Nucleus; Reference proteome
A0A096LNW3	Complete proteome; Reference proteome
A6NMA1	Complete proteome; Reference proteome
A8MWV9	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
O43920	Complete proteome; Disulfide bond; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Polymorphism; Reference proteome; Respiratory chain; Transport
P01765	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01767	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01776	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01781	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P62805	3D-structure; Acetylation; Chromosomal rearrangement; Chromosome; Citrullination; Complete proteome; DNA-binding; Direct protein sequencing; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation
P62952	Apoptosis; Cell cycle; Complete proteome; Membrane; RNA editing; Reference proteome; Transmembrane; Transmembrane helix
P80421	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P81172	3D-structure; Antibiotic; Antimicrobial; Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Disease mutation; Disulfide bond; Fungicide; Hormone; Reference proteome; Secreted; Signal
Q16695	3D-structure; Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
Q4LDR2	Complete proteome; Membrane; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
Q4QY38	Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
Q5T5A8	Complete proteome; Keratinization; Reference proteome
Q5TCM9	Complete proteome; Keratinization; Polymorphism; Reference proteome
Q69YU5	Complete proteome; Polymorphism; Reference proteome; Secreted; Signal
Q6UXQ4	Complete proteome; Reference proteome; Secreted; Signal
Q8N8F7	Alternative splicing; Coiled coil; Complete proteome; Membrane; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix
Q9BZL3	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q9H1C7	Complete proteome; Membrane; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
Q9NS64	Complete proteome; Cytoplasm; Glycoprotein; Membrane; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix
Q9Y3U8	3D-structure; Acetylation; Complete proteome; Direct protein sequencing; Polymorphism; Reference proteome; Ribonucleoprotein; Ribosomal protein
A0A096LNM4	Complete proteome; Reference proteome
A2RRL7	Alternative splicing; Complete proteome; Membrane; Reference proteome; Signal; Transmembrane; Transmembrane helix
C9JXX5	Complete proteome; Polymorphism; Reference proteome; Secreted; Signal
H3BRN7	Complete proteome; Reference proteome
M0QYG6	Complete proteome; Reference proteome
O15239	Complete proteome; Disease mutation; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Polymorphism; Reference proteome; Respiratory chain; Transmembrane; Transmembrane helix; Transport
P01595	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01610	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Monoclonal antibody; Reference proteome
P01623	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01742	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
P01763	Complete proteome; Direct protein sequencing; Glycoprotein; Immunoglobulin V region; Immunoglobulin domain; Phosphoprotein; Pyrrolidone carboxylic acid; Reference proteome
P01768	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
P01770	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
P01775	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P04733	Acetylation; Cadmium; Complete proteome; Copper; Direct protein sequencing; Metal-binding; Metal-thiolate cluster; Phosphoprotein; Reference proteome; Zinc
P08493	Alternative splicing; Chondrogenesis; Complete proteome; Deafness; Developmental protein; Differentiation; Direct protein sequencing; Disulfide bond; Gamma-carboxyglutamic acid; Osteogenesis; Phosphoprotein; Polymorphism; Reference proteome; Secreted; Signal
P0C2S0	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P0DJI9	Acute phase; Alternative splicing; Amyloid; Amyloidosis; Complete proteome; Direct protein sequencing; HDL; Polymorphism; Reference proteome; Secreted; Signal
P22466	Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Hormone; Neuropeptide; Phosphoprotein; Polymorphism; Reference proteome; Secreted; Signal
P33778	3D-structure; Acetylation; Chromosome; Complete proteome; DNA-binding; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
P62891	3D-structure; Complete proteome; Reference proteome; Ribonucleoprotein; Ribosomal protein
Q3LI62	Complete proteome; Keratin; Reference proteome; Repeat
Q4VXF1	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q52LG2	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
Q5T1S8	Cell membrane; Complete proteome; Glycoprotein; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q5T5B0	Complete proteome; Keratinization; Reference proteome
Q5T7N7	
Q5TEC6	3D-structure; Chromosome; Complete proteome; DNA-binding; Nucleosome core; Nucleus; Proteomics identification; Reference proteome
Q6PB30	Alternative splicing; Complete proteome; Polymorphism; Reference proteome; Signal
Q8N4K4	Complete proteome; Membrane; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix
Q8TF08	Complete proteome; Membrane; Mitochondrion; Mitochondrion inner membrane; Polymorphism; Reference proteome; Transit peptide; Transmembrane; Transmembrane helix
Q96E16	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q96I36	Complete proteome; Membrane; Mitochondrion; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
Q96MR7	Alternative splicing; Complete proteome; Reference proteome
Q9H963	Complete proteome; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger
Q9NUB4	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q9P2W6	Complete proteome; Cytoplasm; Reference proteome
Q9UHZ2	Complete proteome; Reference proteome
A0A096LP20	Complete proteome; Reference proteome; Signal
A0A0B4J2B7	Complete proteome; Reference proteome; Signal
A0A0C4DH37	Complete proteome; Reference proteome; Signal
B2RUZ4	Blood group antigen; Complete proteome; Direct protein sequencing; Disulfide bond; Membrane; Phosphoprotein; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
C9J3I9	Complete proteome; Reference proteome
O15453	Complete proteome; Polymorphism; Reference proteome
O75711	Complete proteome; Direct protein sequencing; Glycoprotein; Polymorphism; Reference proteome; Secreted; Signal
P01605	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01608	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01620	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01715	Bence-Jones protein; Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01766	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01774	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P04553	3D-structure; Chromosome; Complete proteome; DNA condensation; DNA-binding; Developmental protein; Differentiation; Direct protein sequencing; Disulfide bond; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Spermatogenesis
P06309	3D-structure; Complete proteome; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome; Signal
P09234	3D-structure; Acetylation; Complete proteome; Metal-binding; Nucleus; Phosphoprotein; RNA-binding; Reference proteome; Ribonucleoprotein; Zinc; Zinc-finger
P0C0S8	3D-structure; Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
P0CW23	Complete proteome; Reference proteome
P10092	Amidation; Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Disulfide bond; Hormone; Reference proteome; Secreted; Signal
P12872	3D-structure; Alternative splicing; Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Hormone; Polymorphism; Reference proteome; Secreted; Signal
P13640	Acetylation; Alternative splicing; Cadmium; Complete proteome; Copper; Direct protein sequencing; Metal-binding; Metal-thiolate cluster; Phosphoprotein; Reference proteome; Zinc
P20366	3D-structure; Alternative splicing; Amidation; Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Neuropeptide; Neurotransmitter; Reference proteome; Secreted; Signal
P61576	Complete proteome; Cytoplasm; ERV; Nucleus; RNA-binding; Reference proteome; Transport; Transposable element; mRNA transport
Q3B7S5	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q3KNT9	Alternative splicing; Complete proteome; Membrane; Reference proteome; Signal; Transmembrane; Transmembrane helix
Q5H943	Cell membrane; Complete proteome; Glycoprotein; Membrane; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
Q5TA79	Complete proteome; Keratinization; Polymorphism; Reference proteome
Q6NXT2	3D-structure; Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Polymorphism; Reference proteome
Q71RC9	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q8N0T1	Acetylation; Alternative splicing; Complete proteome; Reference proteome
Q8N339	Cadmium; Complete proteome; Copper; Metal-binding; Metal-thiolate cluster; Polymorphism; Reference proteome; Zinc
Q8N7L0	Complete proteome; Polymorphism; Reference proteome
Q8TAP9	Cell cycle; Cell division; Complete proteome; Cytoplasm; Cytoskeleton; Disease mutation; Mitosis; Nucleus; Phosphoprotein; Polymorphism; Reference proteome
Q8TCZ7	Complete proteome; Reference proteome
Q96EH5	Complete proteome; Reference proteome; Ribonucleoprotein; Ribosomal protein
Q96HJ9	Alternative splicing; Complete proteome; Polymorphism; Reference proteome
Q9BYE3	Complete proteome; Keratinization; Polymorphism; Reference proteome
Q9H1L0	Complete proteome; Polymorphism; Reference proteome
Q9HBX3	Complete proteome; Polymorphism; Reference proteome
Q9UBP8	Complete proteome; Reference proteome
Q9UGL9	Complete proteome; Polymorphism; Reference proteome
Q9UHF0	3D-structure; Alternative splicing; Amidation; Cleavage on pair of basic residues; Complete proteome; Disease mutation; Hypogonadotropic hypogonadism; Neuropeptide; Reference proteome; Secreted; Signal
Q9Y2S6	Coiled coil; Complete proteome; Reference proteome
A0A075B7F1	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A096LNP2	Complete proteome; Reference proteome
A0A0B4J1V3	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH70	Complete proteome; Reference proteome
A6NGS2	Complete proteome; Reference proteome
A6NJ69	Complete proteome; Reference proteome; Secreted; Signal
E9PQ53	Alternative splicing; Complete proteome; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Respiratory chain; Transmembrane; Transmembrane helix; Transport
H3BS24	Complete proteome; Reference proteome
O00453	Alternative splicing; Cell shape; Complete proteome; Golgi apparatus; Immunity; Membrane; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix
O43677	Complete proteome; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Respiratory chain; Transit peptide; Transmembrane; Transmembrane helix; Transport
P01599	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01600	3D-structure; Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01622	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01625	3D-structure; Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01769	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
P01773	Complete proteome; Direct protein sequencing; Disulfide bond; Glycoprotein; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
P01780	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P04206	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P09669	Complete proteome; Direct protein sequencing; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Transmembrane; Transmembrane helix
P0C0P6	Cleavage on pair of basic residues; Complete proteome; Neuropeptide; Polymorphism; Reference proteome; Secreted; Signal
P23527	Acetylation; Chromosome; Complete proteome; DNA-binding; Direct protein sequencing; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
P31358	Cell membrane; Complete proteome; Direct protein sequencing; GPI-anchor; Glycoprotein; Lipoprotein; Membrane; Polymorphism; Reference proteome; Signal
P58876	Acetylation; Chromosome; Complete proteome; DNA-binding; Direct protein sequencing; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
P60022	3D-structure; Antibiotic; Antimicrobial; Complete proteome; Defensin; Direct protein sequencing; Disulfide bond; Polymorphism; Reference proteome; Secreted; Signal
P60602	Alternative splicing; Antibiotic; Antimicrobial; Complete proteome; Membrane; Mitochondrion; Mitochondrion inner membrane; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
P99999	3D-structure; Acetylation; Apoptosis; Complete proteome; Direct protein sequencing; Disease mutation; Electron transport; Heme; Iron; Metal-binding; Mitochondrion; Phosphoprotein; Polymorphism; Reference proteome; Respiratory chain; Transport
Q5BIV9	Amyloid; Cell membrane; Complete proteome; GPI-anchor; Glycoprotein; Lipoprotein; Membrane; Polymorphism; Prion; Reference proteome; Signal
Q5EE01	Alternative splicing; Cell cycle; Cell division; Centromere; Chromosome; Complete proteome; DNA-binding; Kinetochore; Mitosis; Nucleus; Reference proteome
Q5T319	Alternative splicing; Complete proteome; Reference proteome
Q6X4T0	Alternative splicing; Complete proteome; Polymorphism; Reference proteome
Q71DI3	3D-structure; Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Direct protein sequencing; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation
Q765I0	Cleavage on pair of basic residues; Complete proteome; Disulfide bond; Hormone; Polymorphism; Reference proteome; Secreted; Signal
Q7Z7J9	Cell junction; Cell membrane; Complete proteome; Membrane; Postsynaptic cell membrane; Protein kinase inhibitor; Reference proteome; Synapse; Synaptosome
