Entry	DNA binding
Q08050	DNA_BIND 235 327 Fork-head. {ECO:0000255|PROSITE-ProRule:PRU00089}.
Q96QU4	
O94927	
Q15121	
Q5JPB2	
Q4G0S7	
Q8IW00	
P0CG20	
Q9NZM4	
Q6PUV4	
Q8NA03	
O95976	
Q5SZJ8	
Q96MG2	
O00571	
Q8TC90	
Q32MQ0	
Q01844	
Q12815	
Q6ZVF9	
Q96F24	
Q9NQL9	DNA_BIND 29 76 DM. {ECO:0000255|PROSITE-ProRule:PRU00070}.
Q9BUH8	
P07197	
Q96QH2	
Q8NBT2	
A6NGB9	
Q9H814	
Q9BXB7	
Q8IXR9	
Q86WB0	
Q5DID0	
Q86VQ3	
Q76KD6	
Q15532	
Q9BX97	
P07476	
Q2NL98	
P78380	
P10645	
Q6PH81	
Q8IWL8	
Q5T481	
Q86VR7	
Q03989	
Q4V328	
Q8IWJ2	
Q14687	
Q96EA4	
Q8NCF0	
Q53TS8	
Q86YN6	
Q9HC77	
Q9UIS9	
Q1MSJ5	
Q86VM9	
Q8N7U7	DNA_BIND 3 24 Homeobox. {ECO:0000255|PROSITE-ProRule:PRU00108}.
Q49MG5	
Q96ER3	
Q99583	
Q6PJW8	
Q9H7U1	
Q8IVT2	
Q9NS62	
Q9C0B9	
P40200	
P59103	
Q5T6L9	
Q9BXM0	
Q7Z553	
Q9NUC0	
Q9Y6K8	
Q14146	
Q4KMZ1	
Q8WWK9	
Q8N660	
A8MV65	
P53355	
Q8TDL5	
Q13145	
Q8WXE1	
Q8NFC6	DNA_BIND 2872 2884 A.T hook.
P02751	DNA_BIND 907 1172
Q15075	
P55198	
Q8WV16	
Q6NT89	
O94763	
Q9BVL2	
Q96EV8	
Q9UK61	
Q1ED39	
O75665	
Q9H1E3	
Q9C0D2	
Q8N655	
Q92766	
P11274	
Q8NCX0	
Q63HQ0	
Q6UXF7	
Q9BSI4	
Q5VT06	
Q96CN5	
Q8WU76	
Q8NCR0	
Q99549	
Q9UIG0	
O15063	
P02812	
Q76N32	
P0C2W7	
Q8TCU6	
Q14207	
Q9H0D2	
Q8TD10	
Q8N8E3	
Q5VYM1	
P35658	
P68133	
Q5VWT5	
Q7Z5L2	
Q9UPV0	
O75509	
Q86UP8	
Q96JM2	
A1L390	
Q6P0N0	
Q7Z2K8	
P56715	
Q99708	
Q17RH7	
Q96EK2	
Q5T9S5	
Q5VWP3	
Q32M92	
C9J069	
Q6ZUU3	
Q5MJ10	
Q86X51	
Q9NZJ0	
P20382	
Q9P2P6	
Q8NHS9	
Q9H246	
Q9HC44	
P23588	
A5YM72	
Q92844	
Q6ZN84	
A8K8P3	
Q2M3C7	
Q8TCZ2	
Q8IZT6	
Q8NDB2	
Q0VD83	
Q8TCU4	
Q5RHP9	
Q86T90	
P23327	
Q5VT52	
Q01151	
Q86V59	
Q562F6	
Q96E35	
Q12888	
O15050	
