Entry	DNA binding
Q9UJ90	
Q9Y605	
Q9Y6C7	
A0A075B7B8	
A0A087WSX2	
A0A096LPA5	
A0A096LPL3	
A0A0A0MS11	
A0A0B4J1Y9	
A0A0C4DH36	
A6NGU7	
A6NJS3	
E7EUB6	
E9PN16	
K7EIL1	
K7EIQ3	
O14957	
O60814	
O95424	
O95868	
P01593	
P01615	
P01700	
P01709	
P01771	
P01816	
P01824	
P06899	
P09683	
P08708	
P55056	
P59022	
P61513	
P61927	
Q05952	
Q05BU3	
Q08648	
Q1T7F1	
Q30KQ9	
Q5T4H9	
Q5TBE3	
Q5XKR9	
Q6FI13	
Q6UWE3	
Q6UWF3	
Q6ZR85	
Q7RTV0	
Q7Z6W1	
Q8IUB3	
Q8N5W8	
Q93079	
Q969F0	
Q96EE4	
Q96HT8	
Q96RM1	
Q99877	
Q99878	
Q9BWJ5	
Q9H1Z8	
Q9H3B4	
Q9NSA3	
Q9NZ81	
Q9P2X8	
Q9UNZ5	
Q9Y291	
Q9Y5V0	
Q9Y6D0	
Q9Y6H6	
A0A075B6R1	
A0A075B6W2	
A0A075B7D0	
A0A075B7D8	
A0A075B7E0	
A0A096LP43	
A0A096LPG2	
A0A096LPI7	
A0A0A0MS15	
A0A0A0MT93	
A0A0A0MT99	
A0A0B4J1V0	
A0A0B4J1X8	
A0A0C4DH31	
