Entry	Keywords
A0A075B6W5	Complete proteome; Reference proteome; Signal
A0A075B6W6	Complete proteome; Reference proteome
A0A075B6W7	Complete proteome; Reference proteome
A0A075B6W8	Complete proteome; Reference proteome
A0A075B6W9	Complete proteome; Reference proteome
A0A075B6X0	Complete proteome; Reference proteome
A0A075B6X3	Complete proteome; Reference proteome
A0A075B6X4	Complete proteome; Reference proteome
A0A075B6X5	Complete proteome; Reference proteome; Signal
A0A075B6X7	Complete proteome; Reference proteome
A0A075B6X8	Complete proteome; Reference proteome
A0A075B6X9	Complete proteome; Reference proteome
A0A075B6Y0	Complete proteome; Reference proteome
A0A075B6Y1	Complete proteome; Reference proteome
A0A075B6Y2	Complete proteome; Reference proteome
A0A075B6Y3	Complete proteome; Reference proteome
A0A075B6Y4	Complete proteome; Reference proteome
A0A075B6Y5	Complete proteome; Reference proteome
A0A075B6Y8	Complete proteome; Reference proteome
A0A075B6Y9	Complete proteome; Reference proteome
A0A075B6Z0	Complete proteome; Reference proteome
A0A075B6Z1	Complete proteome; Reference proteome
A0A075B6Z2	Complete proteome; Reference proteome
A0A075B6Z3	Complete proteome; Reference proteome
A0A075B6Z4	Complete proteome; Reference proteome
A0A075B6Z5	Complete proteome; Reference proteome
A0A075B6Z8	Complete proteome; Reference proteome
A0A075B6Z9	Complete proteome; Reference proteome
A0A075B700	Complete proteome; Reference proteome
A0A075B702	Complete proteome; Reference proteome
A0A075B704	Complete proteome; Reference proteome
A0A075B706	Complete proteome; Reference proteome
A0A075B708	Complete proteome; Reference proteome
A0A075B709	Complete proteome; Reference proteome
A0A075B710	Complete proteome; Reference proteome
A0A075B711	Complete proteome; Reference proteome
A0A075B712	Complete proteome; Reference proteome
A0A075B713	Complete proteome; Reference proteome
A0A075B714	Complete proteome; Reference proteome
A0A075B734	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix; Transport
A0A075B759	Complete proteome; Cytoplasm; Isomerase; Reference proteome; Rotamase
A0A075B792	Complete proteome; Reference proteome
A0A075B7B8	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A075B7B9	Complete proteome; Reference proteome
A0A075B7D0	Complete proteome; Reference proteome; Signal
A0A075B7D4	Complete proteome; Reference proteome; Signal
A0A075B7D8	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A075B7E0	Complete proteome; Reference proteome
A0A075B7E8	Complete proteome; Reference proteome; Signal
A0A075B7F0	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A075B7F1	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A075B7H0	Complete proteome; Reference proteome
A0A087WSX0	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A087WSX2	Complete proteome; Reference proteome; Signal
A0A087WSX4	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A087WSY0	Complete proteome; Reference proteome
A0A087WSY4	Complete proteome; Reference proteome; Signal
A0A087WSY6	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A087WSZ0	Complete proteome; Reference proteome; Signal
A0A087WSZ9	Complete proteome; Reference proteome; Signal
A0A087WT01	Complete proteome; Reference proteome; Signal
A0A087WT02	Complete proteome; Reference proteome; Signal
A0A087WT03	Complete proteome; Reference proteome; Signal
A0A087WTC8	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A087WTG2	Complete proteome; Reference proteome
A0A087WTH1	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
A0A087WTH5	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
A0A087WTM6	Complete proteome; Reference proteome
A0A087WU04	Complete proteome; Reference proteome
A0A5A3	3D-structure; Signal
A0A087WUJ7	Complete proteome; Reference proteome; Signal
A0A087WUM0	Coiled coil; Complete proteome; Reference proteome
A0A087WUV0	Complete proteome; Metal-binding; Reference proteome; Repeat; Zinc; Zinc-finger
A0A087WV48	Complete proteome; Reference proteome
A0A087WV62	Complete proteome; Reference proteome; Signal
A0A5A5	Signal
A0A087WVE0	Complete proteome; Reference proteome
A0A087WVF3	Cell membrane; Complete proteome; GTPase activation; Lipoprotein; Membrane; Palmitate; Reference proteome; Ubl conjugation
A0A5A9	Signal
A0A087WW49	Complete proteome; Reference proteome; Signal
A0A087WWA1	Complete proteome; Reference proteome
A0A087WWC5	Complete proteome; Reference proteome
A0A087WWF1	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A087WWL8	Complete proteome; Reference proteome
A0A087WWQ2	Complete proteome; Reference proteome
A0A087WWU0	Coiled coil; Complete proteome; Reference proteome
A0A087WWV3	Complete proteome; Reference proteome
A0A087WWV8	Complete proteome; Immunoglobulin domain; Reference proteome; Signal
A0A087WX66	Complete proteome; Reference proteome; Signal
A0A087WXM4	Complete proteome; Reference proteome
A0A087WXM9	Centromere; Chromosome; Chromosome partition; Complete proteome; Kinetochore; Meiosis; Reference proteome
A0A087WXS9	Cell membrane; Complete proteome; GTPase activation; Lipoprotein; Membrane; Palmitate; Reference proteome; Ubl conjugation
A0A087WYN8	Complete proteome; Reference proteome
A0A087WZ39	Complete proteome; Reference proteome; Signal
A0A087WZF3	Complete proteome; Reference proteome
A0A087WZV8	Complete proteome; Membrane; Proteomics identification; Reference proteome; Signal; Transmembrane; Transmembrane helix
A0A087WZW8	Complete proteome; Immunoglobulin domain; Reference proteome; Signal
A0A087WZW9	Complete proteome; Reference proteome
A0A087WZY1	Complete proteome; Reference proteome
A0A087X039	Complete proteome; Reference proteome; Signal
A0A087X076	Complete proteome; Membrane; Reference proteome; Signal; Transmembrane; Transmembrane helix
A0A087X096	Complete proteome; Reference proteome
A0A087X0B3	Complete proteome; Heme; Iron; Metal-binding; Monooxygenase; Oxidoreductase; Reference proteome
A0A087X0K7	Complete proteome; Reference proteome; Signal
A0A087X0M5	Complete proteome; Reference proteome; Signal
A0A087X0R7	Coiled coil; Complete proteome; Reference proteome
A0A087X0T9	Complete proteome; Reference proteome
A0A087X179	Cell membrane; Complete proteome; GTPase activation; Lipoprotein; Membrane; Palmitate; Reference proteome; Ubl conjugation
A0A087X1B8	Complete proteome; Reference proteome
A0A087X1C5	Complete proteome; Cytoplasm; Glycoprotein; Heme; Iron; Membrane; Metal-binding; Mitochondrion; Monooxygenase; Oxidoreductase; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
A0A087X1E9	
A0A087X1G2	Cell membrane; Complete proteome; GTPase activation; Lipoprotein; Membrane; Palmitate; Reference proteome; Ubl conjugation
A0A087X1X8	Complete proteome; Reference proteome
A0A087X204	Complete proteome; Reference proteome
A0A088AWK7	Complete proteome; Reference proteome
A0A096LNI1	Complete proteome; Reference proteome
A0A096LNI4	Complete proteome; Reference proteome
A0A096LNI7	Complete proteome; Reference proteome
A0A096LNI8	Complete proteome; Reference proteome
A0A096LNJ2	
A0A096LNJ6	Complete proteome; Reference proteome
A0A096LNJ8	Complete proteome; Reference proteome
A0A096LNJ9	Complete proteome; Reference proteome
A0A096LNK5	
A0A096LNL0	Complete proteome; Reference proteome
A0A096LNM4	Complete proteome; Reference proteome
A0A096LNM6	Complete proteome; Reference proteome
A0A096LNN0	Complete proteome; Reference proteome
A0A096LNN9	Complete proteome; Reference proteome
A0A096LNP0	ANK repeat; Complete proteome; Reference proteome
A0A096LNP1	Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
A0A096LNP2	Complete proteome; Reference proteome
A0A096LNP3	Complete proteome; Reference proteome
A0A096LNP8	Complete proteome; Reference proteome
A0A096LNQ5	Complete proteome; Reference proteome
A0A096LNQ6	Complete proteome; Reference proteome
A0A096LNQ9	Complete proteome; Reference proteome
A0A096LNR5	Complete proteome; Reference proteome
A0A096LNS0	Complete proteome; Reference proteome
A0A096LNS1	Complete proteome; Reference proteome
A0A096LNS3	Complete proteome; Reference proteome
A0A096LNS6	Complete proteome; Reference proteome
A0A096LNS7	Complete proteome; Reference proteome
A0A096LNS8	Complete proteome; Reference proteome
A0A096LNT2	Complete proteome; Reference proteome
A0A096LNT5	Complete proteome; Reference proteome
A0A096LNU1	Complete proteome; Proteomics identification; Reference proteome
A0A096LNU4	Complete proteome; Reference proteome
A0A096LNU5	Complete proteome; Reference proteome
A0A096LNU8	Complete proteome; Reference proteome
A0A096LNW0	Complete proteome; Reference proteome
A0A096LNW3	Complete proteome; Reference proteome
A0A096LNW5	Complete proteome; Disulfide bond; EGF-like domain; Reference proteome; Repeat
A0A096LNW7	Complete proteome; Reference proteome
A0A096LNX5	Complete proteome; Reference proteome
A0A096LNY1	Complete proteome; Reference proteome
A0A096LNY2	Complete proteome; Reference proteome
A0A096LNY8	Coiled coil; Complete proteome; Reference proteome
A0A096LNZ4	Complete proteome; Reference proteome
A0A096LNZ6	Complete proteome; Reference proteome
A0A096LP01	Complete proteome; Membrane; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix
A0A096LP06	Complete proteome; Reference proteome
A0A096LP08	Complete proteome; Reference proteome
A0A096LP13	Complete proteome; Reference proteome
A0A096LP14	Complete proteome; Reference proteome
A0A096LP18	
A0A096LP20	Complete proteome; Reference proteome; Signal
A0A096LP29	Complete proteome; Reference proteome
A0A096LP31	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
A0A096LP35	Complete proteome; Reference proteome
A0A096LP38	Complete proteome; Reference proteome
A0A096LP39	Coiled coil; Complete proteome; Metal-binding; Proteomics identification; Reference proteome; Zinc; Zinc-finger
A0A096LP40	Complete proteome; Reference proteome
A0A096LP41	Complete proteome; Reference proteome
A0A096LP43	Complete proteome; Reference proteome
A0A096LP46	Complete proteome; Reference proteome
A0A096LP49	Coiled coil; Complete proteome; Reference proteome
A0A096LP55	Complete proteome; Disulfide bond; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Respiratory chain; Transport
A0A096LP58	Complete proteome; Reference proteome
A0A096LP67	Complete proteome; Reference proteome
A0A096LP74	Complete proteome; Reference proteome
A0A096LP75	Coiled coil; Complete proteome; Reference proteome
A0A096LP79	Complete proteome; Reference proteome
A0A096LP83	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
A0A096LP84	
A0A096LP88	Complete proteome; Reference proteome
A0A096LP89	Complete proteome; Reference proteome
A0A096LP93	Complete proteome; Reference proteome
A0A096LP95	Complete proteome; Reference proteome; Signal
A0A096LPA0	Complete proteome; Reference proteome
A0A096LPA5	Complete proteome; Reference proteome
A0A096LPA7	Complete proteome; Reference proteome
A0A096LPA9	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
A0A096LPC9	Complete proteome; Reference proteome
A0A096LPD2	Complete proteome; Reference proteome
A0A096LPE2	Complete proteome; Reference proteome; Signal
A0A096LPE4	Complete proteome; Reference proteome
A0A096LPE9	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
A0A096LPF4	Complete proteome; Reference proteome
A0A096LPF6	Complete proteome; Reference proteome
A0A096LPF7	Complete proteome; Reference proteome
A0A096LPG0	Complete proteome; Reference proteome
A0A096LPG2	Complete proteome; Reference proteome
A0A096LPG9	Complete proteome; Reference proteome
A0A096LPH3	Complete proteome; Reference proteome
A0A096LPH7	Complete proteome; Reference proteome
A0A096LPI1	Complete proteome; Reference proteome
A0A096LPI5	Complete proteome; Reference proteome
A0A096LPI6	Complete proteome; Reference proteome
A0A096LPI7	
A0A096LPJ5	Complete proteome; Reference proteome
A0A096LPJ6	Complete proteome; Reference proteome
A0A096LPK6	Complete proteome; Reference proteome
A0A096LPK9	Cell membrane; Complete proteome; G-protein coupled receptor; Membrane; Olfaction; Receptor; Reference proteome; Sensory transduction; Transducer; Transmembrane; Transmembrane helix
A0A096LPL1	Annexin; Complete proteome; Reference proteome; Repeat
A0A096LPL3	Complete proteome; Reference proteome
A0A0A0MQY5	Complete proteome; Reference proteome
A0A0A0MRY4	Complete proteome; Reference proteome; SH3 domain
A0A0A0MRZ7	Complete proteome; Reference proteome; Signal
A0A0A0MRZ8	Complete proteome; Reference proteome; Signal
A0A0A0MRZ9	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0A0MS00	Complete proteome; Reference proteome; Signal
A0A0A0MS01	Complete proteome; Reference proteome
A0A0A0MS02	Complete proteome; Reference proteome; Signal
A0A0A0MS03	Complete proteome; Reference proteome; Signal
A0A0A0MS04	Complete proteome; Reference proteome; Signal
A0A0A0MS05	Complete proteome; Reference proteome; Signal
A0A0A0MS06	Complete proteome; Reference proteome; Signal
A0A0A0MS10	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0A0MS11	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0A0MS12	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0A0MS13	Complete proteome; Reference proteome; Signal
A0A0A0MS14	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0A0MS15	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0A0MT36	Complete proteome; Reference proteome; Signal
A0A0A0MT69	Complete proteome; Proteomics identification; Reference proteome
A0A0A0MT70	Complete proteome; Reference proteome
A0A0A0MT74	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0A0MT76	Complete proteome; Reference proteome
A0A0A0MT78	Complete proteome; Reference proteome
A0A0A0MT81	Complete proteome; Reference proteome
A0A0A0MT82	Complete proteome; Reference proteome
A0A0A0MT84	Complete proteome; Reference proteome
A0A0A0MT85	Complete proteome; Reference proteome
A0A0A0MT86	Complete proteome; Reference proteome
A0A0A0MT87	Complete proteome; Reference proteome
A0A0A0MT89	Complete proteome; Reference proteome
A0A0A0MT91	Complete proteome; Reference proteome
A0A0A0MT92	Complete proteome; Reference proteome
A0A0A0MT93	Complete proteome; Reference proteome
A0A0A0MT94	Complete proteome; Reference proteome
A0A0A0MT96	Complete proteome; Proteomics identification; Reference proteome
A0A0A0MT97	Complete proteome; Reference proteome
A0A0A0MT99	Complete proteome; Reference proteome
A0A0A0MTA1	Complete proteome; Reference proteome
A0A0A0MTA2	Complete proteome; Reference proteome
A0A0A0MTA3	Complete proteome; Reference proteome
A0A0A0MTA4	Complete proteome; Reference proteome
A0A0A0MTA5	Complete proteome; Reference proteome
A0A0A0MTA7	Complete proteome; Reference proteome
A0A087X1I7	Complete proteome; Reference proteome
A0A0A6YYB5	Complete proteome; Membrane; Reference proteome; Signal; Transmembrane; Transmembrane helix
A0A0A6YYC5	Complete proteome; Reference proteome; Signal
A0A0A6YYC8	Complete proteome; Reference proteome
A0A0A6YYD4	Complete proteome; Reference proteome; Signal
A0A0A6YYG2	Complete proteome; Reference proteome; Signal
A0A0A6YYG3	Complete proteome; Reference proteome; Signal
A0A0A6YYH2	Coiled coil; Complete proteome; Reference proteome
A0A0A6YYI8	Complete proteome; Glycosidase; Hydrolase; Membrane; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix
A0A0A6YYJ7	Complete proteome; Reference proteome; Signal
A0A0A6YYK1	Complete proteome; Reference proteome; Signal
A0A0A6YYK4	Complete proteome; Reference proteome; Signal
A0A0A6YYK6	Complete proteome; Reference proteome; Signal
A0A0A6YYK7	Complete proteome; Reference proteome; Signal
A0JD20	Signal
A0A5A0	Signal
A0A542	Signal
A0A598	Signal
A0A582	Signal
A0A585	3D-structure; Signal
A0A5B5	Signal
A0A594	Signal
A0A575	Signal
A0A583	Signal
A0A543	Signal
A0A5C0	Signal
A0A0B4J1R7	Complete proteome; Reference proteome
A0A0B4J1T7	Complete proteome; Reference proteome; Signal
A0A0B4J1T9	Complete proteome; Reference proteome; Signal
A0A0B4J1U0	Complete proteome; Reference proteome; Signal
A0A0B4J1U1	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J1U2	Complete proteome; Reference proteome; Signal
A0A0B4J1U3	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A586	Signal
A0A0B4J1U6	Complete proteome; Reference proteome; Signal
A0A0B4J1U7	Complete proteome; Reference proteome; Signal
A0A0B4J1U8	Complete proteome; Reference proteome; Signal
A0A0B4J1U9	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J1V0	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J1V1	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J1V2	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J1V3	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J1V4	Complete proteome; Reference proteome; Signal
A0A0B4J1V5	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J1V6	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J1V7	Complete proteome; Reference proteome; Signal
A0A0B4J1X5	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J1X8	Complete proteome; Reference proteome; Signal
A0A0B4J1Y8	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J1Y9	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J1Z2	Complete proteome; Reference proteome; Signal
A0A0B4J1Z4	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J1Z6	Complete proteome; Reference proteome; Signal
A0A0B4J1Z7	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J200	Complete proteome; Reference proteome
A0A0B4J234	Complete proteome; Reference proteome; Signal
A0A0B4J235	Complete proteome; Reference proteome; Signal
A0A0B4J237	Complete proteome; Reference proteome; Signal
A0A0B4J238	Complete proteome; Reference proteome; Signal
A0A0B4J240	Complete proteome; Reference proteome; Signal
A0A0B4J241	Complete proteome; Reference proteome; Signal
A0A0B4J244	Complete proteome; Reference proteome; Signal
A0A0B4J245	Complete proteome; Reference proteome; Signal
A0A0B4J246	Complete proteome; Reference proteome; Signal
A0A0B4J248	Complete proteome; Reference proteome; Signal
A0A0B4J249	Complete proteome; Reference proteome; Signal
A0A0B4J262	Complete proteome; Reference proteome; Signal
A0A0B4J263	Complete proteome; Reference proteome; Signal
A0A0B4J264	Complete proteome; Reference proteome; Signal
A0A0B4J265	Complete proteome; Reference proteome; Signal
A0A0B4J266	Complete proteome; Reference proteome; Signal
A0A0B4J268	Complete proteome; Reference proteome; Signal
A0A0B4J271	Complete proteome; Reference proteome; Signal
A0A0B4J272	Complete proteome; Reference proteome; Signal
A0A0B4J273	Complete proteome; Reference proteome; Signal
A0A0B4J274	Complete proteome; Reference proteome; Signal
A0A0B4J275	Complete proteome; Reference proteome; Signal
A0A0B4J276	Complete proteome; Reference proteome; Signal
A0A0B4J277	3D-structure; Complete proteome; Reference proteome; Signal
A0A0B4J279	Complete proteome; Reference proteome; Signal
A0A0B4J280	Complete proteome; Reference proteome; Signal
A0A0B4J2B5	Complete proteome; Proteomics identification; Reference proteome
A0A0B4J2B6	Complete proteome; Reference proteome; Signal
A0A0B4J2B7	Complete proteome; Reference proteome; Signal
A0A0B4J2B8	Complete proteome; Reference proteome; Signal
A0A0B4J2C4	Complete proteome; Reference proteome
A0A0B4J2C8	Complete proteome; Reference proteome
A0A0B4J2D5	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J2D9	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0B4J2E0	Complete proteome; Reference proteome; Signal
A0A0B4J2E2	Chemotaxis; Complete proteome; Cytokine; Reference proteome; Secreted; Signal
A0A0B4J2E5	Complete proteome; Proteomics identification; Reference proteome; Repeat; WD repeat
A0A0B4J2E7	Complete proteome; Reference proteome; Signal
A0A0B4J2F0	Complete proteome; Reference proteome; Secreted; Signal
A0A0B4J2F2	ATP-binding; Complete proteome; Kinase; Nucleotide-binding; Reference proteome; Transferase
A0A0B4J2G7	Complete proteome; Reference proteome
A0A0B4J2G8	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
A0A0B4J2G9	ATP-binding; Complete proteome; Nucleotide-binding; Reference proteome; Ubl conjugation pathway
A0A0B4J2H0	Complete proteome; Reference proteome; Signal
A0A0B4J2H1	Complete proteome; Reference proteome
A0A0B4J2H3	Complete proteome; Reference proteome; Signal
A0A0B4J2H5	Complete proteome; Reference proteome
A0A0C4DH24	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH25	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH26	Complete proteome; Reference proteome; Signal
A0A0C4DH27	Complete proteome; Reference proteome; Signal
A0A0C4DH28	Complete proteome; Reference proteome; Signal
A0A0C4DH29	Complete proteome; Reference proteome; Signal
A0A0C4DH30	Complete proteome; Reference proteome; Signal
A0A0C4DH31	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH32	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH33	Complete proteome; Reference proteome; Signal
A0A0C4DH34	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH35	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH36	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH37	Complete proteome; Reference proteome; Signal
A0A0C4DH38	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH39	Complete proteome; Reference proteome; Signal
A0A0C4DH40	Complete proteome; Reference proteome; Signal
A0A0C4DH41	Complete proteome; Reference proteome; Signal
A0A0C4DH42	Complete proteome; Reference proteome; Signal
A0A0C4DH43	Complete proteome; Reference proteome; Signal
A0A0C4DH55	Complete proteome; Reference proteome; Signal
A0A0C4DH59	Complete proteome; Reference proteome; Signal
A0A0C4DH62	Complete proteome; Reference proteome
A0A0C4DH63	Complete proteome; Reference proteome
A0A0C4DH66	Complete proteome; Reference proteome
A0A0C4DH68	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH69	Complete proteome; Reference proteome; Signal
A0A0C4DH70	Complete proteome; Reference proteome
A0A0C4DH72	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH73	Complete proteome; Reference proteome; Signal
A0A0C4DH77	Coiled coil; Complete proteome; Reference proteome
A0A0C4DH90	Complete proteome; Reference proteome; Signal
A0A183	Complete proteome; Keratinization; Reference proteome
A0A539	Complete proteome; Reference proteome; Signal
A0A576	Complete proteome; Reference proteome; Signal
A0A577	Complete proteome; Reference proteome; Signal
A0A578	Complete proteome; Reference proteome; Signal
A0A597	Complete proteome; Reference proteome; Signal
A0A599	Complete proteome; Reference proteome; Signal
A0A5A6	Complete proteome; Reference proteome; Signal
A0A5B0	Complete proteome; Reference proteome; Signal
A0A5B7	Complete proteome; Reference proteome; Signal
A0A5B9	3D-structure; Complete proteome; Disulfide bond; Glycoprotein; Immunoglobulin domain; Membrane; Receptor; Reference proteome; Transmembrane; Transmembrane helix
A0AUZ9	Acetylation; Alternative splicing; Complete proteome; Phosphoprotein; Reference proteome
A0AV02	Alternative splicing; Chloride; Complete proteome; Glycoprotein; Ion transport; Membrane; Polymorphism; Potassium; Potassium transport; Reference proteome; Symport; Transmembrane; Transmembrane helix; Transport
A0AV96	3D-structure; Alternative splicing; Complete proteome; Nucleus; Polymorphism; RNA-binding; Reference proteome; Repeat
A0AVF1	Alternative splicing; Cell projection; Cilium; Complete proteome; Polymorphism; Protein transport; Reference proteome; Repeat; TPR repeat; Transport
A0AVI2	Alternative splicing; Cell membrane; Complete proteome; Membrane; Polymorphism; Reference proteome; Repeat; Transmembrane; Transmembrane helix
