Entry	Keywords
A0A0C4DH32	Complete proteome; Proteomics identification; Reference proteome; Signal
B3EWG5	Complete proteome; Reference proteome
Q6UW78	ATP synthesis; Complete proteome; Direct protein sequencing; Disease mutation; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Transmembrane; Transmembrane helix
K7EIL1	Complete proteome; Reference proteome
A0A096LNT5	Complete proteome; Reference proteome
Q5RGS3	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
H3BTG2	Alternative splicing; Complete proteome; Reference proteome; Signal
Q96HT8	Coiled coil; Complete proteome; Reference proteome
A0A075B7F1	Complete proteome; Proteomics identification; Reference proteome; Signal
Q6P5S7	Alternative splicing; Complete proteome; Endonuclease; Hydrolase; Membrane; Nuclease; Reference proteome; Transmembrane; Transmembrane helix
P0C0P6	Cleavage on pair of basic residues; Complete proteome; Neuropeptide; Polymorphism; Reference proteome; Secreted; Signal
Q9BUW7	Coiled coil; Complete proteome; Phosphoprotein; Reference proteome
Q9UI54	Complete proteome; Reference proteome
Q0P140	Complete proteome; Reference proteome
Q7RTV0	Acetylation; Activator; Complete proteome; DNA-binding; Nucleus; Reference proteome; Spliceosome; Transcription; Transcription regulation; mRNA processing; mRNA splicing
A0A087WSX4	Complete proteome; Proteomics identification; Reference proteome; Signal
Q8NG35	Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
Q5VSD8	Complete proteome; Reference proteome
P01707	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
Q9H1L0	Complete proteome; Polymorphism; Reference proteome
Q9UBA6	Complete proteome; Reference proteome
P01600	3D-structure; Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q8N690	Alternative splicing; Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
P04731	Acetylation; Cadmium; Complete proteome; Copper; Metal-binding; Metal-thiolate cluster; Phosphoprotein; Polymorphism; Reference proteome; Zinc
Q96KK5	Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
P62875	Complete proteome; DNA-directed RNA polymerase; Metal-binding; Nucleus; Reference proteome; Transcription; Zinc
A0A096LP31	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P01774	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P0C852	Complete proteome; Reference proteome
P01824	3D-structure; Complete proteome; Direct protein sequencing; Glycoprotein; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q8TAD7	Complete proteome; Reference proteome
A1L190	Cell cycle; Cell division; Chromosome; Coiled coil; Complete proteome; Meiosis; Nucleus; Polymorphism; Reference proteome
P23083	3D-structure; Complete proteome; Immunoglobulin V region; Immunoglobulin domain; Reference proteome; Signal
M0QYG6	Complete proteome; Reference proteome
F8WBI7	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P31358	Cell membrane; Complete proteome; Direct protein sequencing; GPI-anchor; Glycoprotein; Lipoprotein; Membrane; Polymorphism; Reference proteome; Signal
P61578	Complete proteome; Cytoplasm; ERV; Nucleus; RNA-binding; Reference proteome; Transport; Transposable element; mRNA transport
Q8TCZ7	Complete proteome; Reference proteome
Q8N4H5	Acetylation; Alternative splicing; Complete proteome; Membrane; Mitochondrion; Mitochondrion outer membrane; Protein transport; Reference proteome; Transmembrane; Transmembrane helix; Transport
P01779	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P15248	Complete proteome; Cytokine; Glycoprotein; Growth factor; Polymorphism; Pyrrolidone carboxylic acid; Reference proteome; Secreted; Signal
Q9BRU2	Coiled coil; Complete proteome; Nucleus; Reference proteome; Repressor; Transcription; Transcription regulation
A0A075B6Y4	Complete proteome; Reference proteome
Q9UBK5	Alternative splicing; Complete proteome; Disulfide bond; Glycoprotein; Membrane; Phosphoprotein; Reference proteome; Signal; Transmembrane; Transmembrane helix
Q3LI72	Complete proteome; Keratin; Reference proteome; Repeat
P01700	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
H7BZU6	Complete proteome; Reference proteome
Q6ZRZ4	Alternative splicing; Complete proteome; Reference proteome; Secreted; Signal
Q9Y6D0	Calcium; Calcium transport; Cell membrane; Complete proteome; Direct protein sequencing; Endoplasmic reticulum; Ion transport; Membrane; Polymorphism; Reference proteome; Selenocysteine; Transmembrane; Transmembrane helix; Transport
Q5T4H9	Complete proteome; Polymorphism; Reference proteome
A0A0C4DH70	Complete proteome; Reference proteome
P01710	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
P59103	Alternative splicing; Complete proteome; Golgi apparatus; Polymorphism; Reference proteome
Q6PB30	Alternative splicing; Complete proteome; Polymorphism; Reference proteome; Signal
P80362	3D-structure; Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q13794	3D-structure; Alternative splicing; Apoptosis; Complete proteome; Mitochondrion; Reference proteome
Q96S95	Complete proteome; Cytoplasm; Nucleus; Protein kinase inhibitor; Reference proteome
Q9BXV9	Acetylation; Complete proteome; Reference proteome
Q8NFP0	Complete proteome; Peroxisome; Reference proteome
P01778	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q16517	Alternative splicing; Complete proteome; Developmental protein; Reference proteome
P60606	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P09669	Complete proteome; Direct protein sequencing; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Transmembrane; Transmembrane helix
Q9H1C7	Complete proteome; Membrane; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
Q9HBH7	Complete proteome; Cytoplasm; Developmental protein; Differentiation; Neurogenesis; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation
A0A096LPG2	Complete proteome; Reference proteome
Q32M92	Alternative splicing; Complete proteome; Polymorphism; Reference proteome
Q3LI63	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
Q3B7S5	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P59942	Coiled coil; Complete proteome; Mitochondrion; Polymorphism; Reference proteome; Transit peptide
A0A096LNW3	Complete proteome; Reference proteome
O95298	Alternative splicing; Complete proteome; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Polymorphism; Reference proteome; Respiratory chain; Transmembrane; Transmembrane helix; Transport
Q93079	Acetylation; Chromosome; Complete proteome; DNA-binding; Direct protein sequencing; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
P01708	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
Q6UWE3	Alternative splicing; Complete proteome; Direct protein sequencing; Disulfide bond; Reference proteome; Secreted; Signal
Q16568	3D-structure; Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Disulfide bond; Neuropeptide; Neurotransmitter; Obesity; Phosphoprotein; Polymorphism; Reference proteome; Secreted; Signal
Q0P641	Complete proteome; Polymorphism; Reference proteome
Q6UXD1	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P22531	Complete proteome; Cytoplasm; Keratinization; Reference proteome; Repeat
Q8N5W8	Complete proteome; Polymorphism; Reference proteome; Secreted; Signal
A0A075B7E8	Complete proteome; Reference proteome; Signal
P0DMC3	Complete proteome; Developmental protein; Gastrulation; Glycoprotein; Hormone; Reference proteome; Secreted; Signal
Q9Y536	Complete proteome; Cytoplasm; Isomerase; Reference proteome; Rotamase
P60985	Alternative splicing; Complete proteome; Differentiation; Reference proteome; Secreted; Signal
P01620	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
O95971	Cell membrane; Complete proteome; Disulfide bond; GPI-anchor; Glycoprotein; Immunoglobulin domain; Lipoprotein; Membrane; Polymorphism; Receptor; Reference proteome; Signal
Q5EE01	Alternative splicing; Cell cycle; Cell division; Centromere; Chromosome; Complete proteome; DNA-binding; Kinetochore; Mitosis; Nucleus; Reference proteome
Q6X4T0	Alternative splicing; Complete proteome; Polymorphism; Reference proteome
Q2M2W7	Alternative splicing; Complete proteome; Polymorphism; Reference proteome
A0A096LP20	Complete proteome; Reference proteome; Signal
O60814	3D-structure; Acetylation; Antibiotic; Antimicrobial; Chromosome; Complete proteome; DNA-binding; Direct protein sequencing; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
A0A075B7D8	Complete proteome; Proteomics identification; Reference proteome; Signal
P62273	3D-structure; Acetylation; Alternative splicing; Complete proteome; Diamond-Blackfan anemia; Direct protein sequencing; Disease mutation; Metal-binding; Reference proteome; Ribonucleoprotein; Ribosomal protein; Zinc
Q96I36	Complete proteome; Membrane; Mitochondrion; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
Q8IUC0	Complete proteome; Keratin; Reference proteome; Repeat
Q7Z6W1	Coiled coil; Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P01611	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q8N8F7	Alternative splicing; Coiled coil; Complete proteome; Membrane; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix
P80294	Acetylation; Cadmium; Complete proteome; Copper; Direct protein sequencing; Metal-binding; Metal-thiolate cluster; Phosphoprotein; Reference proteome; Zinc
Q99878	Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
K7EP13	Complete proteome; Reference proteome
P80421	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q9BTM1	3D-structure; Acetylation; Alternative splicing; Chromosome; Complete proteome; DNA-binding; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
Q30KQ6	Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
Q69YU5	Complete proteome; Polymorphism; Reference proteome; Secreted; Signal
Q5SNX5	
P25063	Cell membrane; Complete proteome; GPI-anchor; Glycoprotein; Lipoprotein; Membrane; Polymorphism; Reference proteome; Signal
Q86WW8	Complete proteome; Disease mutation; Reference proteome
Q9BYE4	Complete proteome; Cytoplasm; Keratinization; Reference proteome; Repeat
U3KQU4	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q96A08	3D-structure; Acetylation; Chromosome; Complete proteome; DNA-binding; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
A0A096LP83	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q5T754	Complete proteome; Keratinization; Reference proteome
P24311	Complete proteome; Direct protein sequencing; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Transit peptide; Transmembrane; Transmembrane helix
P02808	Alternative splicing; Biomineralization; Complete proteome; Direct protein sequencing; Isopeptide bond; Phosphoprotein; Polymorphism; Reference proteome; Secreted; Signal; Sulfation
Q96GX8	Complete proteome; Phosphoprotein; Reference proteome
Q8IUB9	Complete proteome; Keratin; Reference proteome; Repeat
A6NMP4	
O95868	Cell membrane; Cell projection; Complete proteome; Disulfide bond; GPI-anchor; Glycoprotein; Lipoprotein; Membrane; Polymorphism; Reference proteome; Signal
H0Y8X5	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P30990	3D-structure; Cleavage on pair of basic residues; Complete proteome; Cytoplasmic vesicle; Pyrrolidone carboxylic acid; Reference proteome; Secreted; Signal; Vasoactive
O00453	Alternative splicing; Cell shape; Complete proteome; Golgi apparatus; Immunity; Membrane; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix
Q75NE6	Alternative splicing; Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q05BU3	Complete proteome; Reference proteome
A0A0B4J1U8	Complete proteome; Reference proteome; Signal
Q538Z0	Complete proteome; Reference proteome
Q96PI1	Complete proteome; Cytoplasm; Keratinization; Polymorphism; Reference proteome
P09234	3D-structure; Acetylation; Complete proteome; Metal-binding; Nucleus; Phosphoprotein; RNA-binding; Reference proteome; Ribonucleoprotein; Zinc; Zinc-finger
Q4VXF1	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q5TEC6	3D-structure; Chromosome; Complete proteome; DNA-binding; Nucleosome core; Nucleus; Proteomics identification; Reference proteome
Q3LI73	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
P61574	Complete proteome; Cytoplasm; ERV; Nucleus; RNA-binding; Reference proteome; Transport; Transposable element; mRNA transport
P01763	Complete proteome; Direct protein sequencing; Glycoprotein; Immunoglobulin V region; Immunoglobulin domain; Phosphoprotein; Pyrrolidone carboxylic acid; Reference proteome
A0A0B4J1V0	Complete proteome; Proteomics identification; Reference proteome; Signal
A2A2V5	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P08708	3D-structure; Complete proteome; Diamond-Blackfan anemia; Direct protein sequencing; Phosphoprotein; Polymorphism; Reference proteome; Ribonucleoprotein; Ribosomal protein
P01701	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
P01718	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
C9JFL3	Complete proteome; Reference proteome
P0CW23	Complete proteome; Reference proteome
Q96MR7	Alternative splicing; Complete proteome; Reference proteome
Q8N339	Cadmium; Complete proteome; Copper; Metal-binding; Metal-thiolate cluster; Polymorphism; Reference proteome; Zinc
P01623	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01765	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P26678	3D-structure; Acetylation; Cardiomyopathy; Complete proteome; Disease mutation; Endoplasmic reticulum; Membrane; Mitochondrion; Phosphoprotein; Reference proteome; Sarcoplasmic reticulum; Transmembrane; Transmembrane helix
Q9P2X7	Complete proteome; Polymorphism; Reference proteome; Tumor suppressor
E9PQ53	Alternative splicing; Complete proteome; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Respiratory chain; Transmembrane; Transmembrane helix; Transport
Q8IZN7	Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
A6NGZ8	Cell membrane; Complete proteome; Membrane; Reference proteome; Signal; Transmembrane; Transmembrane helix
P01766	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q5BIV9	Amyloid; Cell membrane; Complete proteome; GPI-anchor; Glycoprotein; Lipoprotein; Membrane; Polymorphism; Prion; Reference proteome; Signal
Q3LI59	Complete proteome; Keratin; Reference proteome; Repeat
Q9Y2S6	Coiled coil; Complete proteome; Reference proteome
P81534	3D-structure; Antibiotic; Antimicrobial; Complete proteome; Defensin; Direct protein sequencing; Disulfide bond; Reference proteome; Secreted; Signal
Q3LI61	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
A6NF83	Complete proteome; Reference proteome
Q9H963	Complete proteome; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger
Q08E93	Complete proteome; Reference proteome
A0A0A0MT91	Complete proteome; Reference proteome
A6NJI1	Complete proteome; Reference proteome
Q5H943	Cell membrane; Complete proteome; Glycoprotein; Membrane; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
A0A096LPA5	Complete proteome; Reference proteome
Q8TF08	Complete proteome; Membrane; Mitochondrion; Mitochondrion inner membrane; Polymorphism; Reference proteome; Transit peptide; Transmembrane; Transmembrane helix
P23527	Acetylation; Chromosome; Complete proteome; DNA-binding; Direct protein sequencing; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
P61576	Complete proteome; Cytoplasm; ERV; Nucleus; RNA-binding; Reference proteome; Transport; Transposable element; mRNA transport
P01768	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
Q7Z4L0	Complete proteome; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Transit peptide; Transmembrane; Transmembrane helix
Q3LI62	Complete proteome; Keratin; Reference proteome; Repeat
P0C2S0	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q3LI54	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
Q9Y291	3D-structure; Acetylation; Complete proteome; Mitochondrion; Reference proteome; Ribonucleoprotein; Ribosomal protein
Q9BXU0	Complete proteome; Reference proteome
Q96B49	Acetylation; Complete proteome; Membrane; Mitochondrion; Mitochondrion outer membrane; Protein transport; Reference proteome; Transport
Q8N8P7	Complete proteome; Reference proteome; Secreted; Signal
Q96HJ9	Alternative splicing; Complete proteome; Polymorphism; Reference proteome
C9J3V5	Complete proteome; Cytoplasm; Cytoplasmic vesicle; Reference proteome
Q9BZ97	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P18077	3D-structure; Acetylation; Complete proteome; Diamond-Blackfan anemia; Disease mutation; RNA-binding; Reference proteome; Ribonucleoprotein; Ribosomal protein; tRNA-binding
Q5T7P3	Complete proteome; Keratinization; Reference proteome
P01599	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01777	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q9NS64	Complete proteome; Cytoplasm; Glycoprotein; Membrane; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix
P62952	Apoptosis; Cell cycle; Complete proteome; Membrane; RNA editing; Reference proteome; Transmembrane; Transmembrane helix
Q765I0	Cleavage on pair of basic residues; Complete proteome; Disulfide bond; Hormone; Polymorphism; Reference proteome; Secreted; Signal
P01709	3D-structure; Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
P01771	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
A0A075B6R1	Complete proteome; Proteomics identification; Reference proteome
P0C5K7	Complete proteome; Reference proteome
Q5QFB9	Complete proteome; Endoplasmic reticulum; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P09683	Amidation; Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Hormone; Phosphoprotein; Reference proteome; Secreted; Signal
Q3LI64	Complete proteome; Keratin; Reference proteome; Repeat
Q9BYR7	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
F2Z3M2	Complete proteome; Reference proteome
Q5T752	Complete proteome; Keratinization; Polymorphism; Reference proteome
Q9H374	
P01714	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
H3BRN7	Complete proteome; Reference proteome
Q5T7N7	
