Entry	Keywords
Q4V328	Acetylation; Alternative splicing; Coiled coil; Complete proteome; Direct protein sequencing; Endosome; Phosphoprotein; Reference proteome
Q5T9S5	Alternative splicing; Coiled coil; Complete proteome; Phosphoprotein; Reference proteome
Q6ZMV7	Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q7Z589	3D-structure; Alternative splicing; Chromatin regulator; Complete proteome; DNA damage; DNA repair; Glycoprotein; Nucleus; Phosphoprotein; Reference proteome; Repressor; Transcription; Transcription regulation
Q8IWJ2	3D-structure; Acetylation; Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Golgi apparatus; Membrane; Phosphoprotein; Polymorphism; Protein transport; Reference proteome; Transport
Q8NB25	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q9H1E3	Alternative splicing; Complete proteome; Nucleus; Phosphoprotein; Polymorphism; Reference proteome
Q9NUQ3	Alternative splicing; Cell cycle; Coiled coil; Complete proteome; Cytoplasm; Membrane; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Transcription; Transcription regulation
Q9Y608	Alternative splicing; Coiled coil; Complete proteome; Direct protein sequencing; Phosphoprotein; Polymorphism; Reference proteome; Wnt signaling pathway
A6NDB9	ATP-binding; Cell membrane; Coiled coil; Complete proteome; Cytoplasm; Lipoprotein; Membrane; Methylation; Nucleotide-binding; Palmitate; Phosphoprotein; Polymorphism; Prenylation; Reference proteome; Repeat
A6NEY3	Coiled coil; Complete proteome; Reference proteome
A7E2F4	Alternative splicing; Coiled coil; Complete proteome; Golgi apparatus; Membrane; Polymorphism; Reference proteome
A8MQT2	Alternative splicing; Coiled coil; Complete proteome; Golgi apparatus; Membrane; Reference proteome
D6REC4	Cell projection; Coiled coil; Complete proteome; Reference proteome
P09493	Acetylation; Actin-binding; Alternative splicing; Cardiomyopathy; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Direct protein sequencing; Disease mutation; Isopeptide bond; Muscle protein; Phosphoprotein; Reference proteome; Ubl conjugation
P12270	Acetylation; Alternative splicing; Cell cycle; Cell division; Centromere; Chromosomal rearrangement; Chromosome; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Direct protein sequencing; Kinetochore; Membrane; Mitosis; Nuclear pore complex; Nucleus; Phosphoprotein; Polymorphism; Protein transport; Proto-oncogene; Reference proteome; Translocation; Transport; mRNA transport
P49006	Actin-binding; Calmodulin-binding; Cell membrane; Complete proteome; Cytoplasm; Lipoprotein; Membrane; Myristate; Phosphoprotein; Reference proteome
Q08379	3D-structure; Alternative splicing; Cell cycle; Cell division; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Golgi apparatus; Membrane; Methylation; Microtubule; Mitosis; Phosphoprotein; Polymorphism; Reference proteome
Q0D2H9	Coiled coil; Complete proteome; Reference proteome
Q5VU43	Alternative splicing; Chromosomal rearrangement; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Golgi apparatus; Nucleus; Phosphoprotein; Polymorphism; Reference proteome
Q7Z3E2	Acetylation; Coiled coil; Complete proteome; Phosphoprotein; Polymorphism; Reference proteome
Q8IUD2	Acetylation; Alternative splicing; Chromosomal rearrangement; Coiled coil; Complete proteome; Cytoplasm; Direct protein sequencing; Golgi apparatus; Membrane; Phosphoprotein; Polymorphism; Protein transport; Reference proteome; Transport
Q8IWC1	Acetylation; Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Phosphoprotein; Polymorphism; Reference proteome
Q96QH2	Alternative splicing; Complete proteome; Lipid-binding; Phosphoprotein; Polymorphism; Reference proteome; Repeat; SH3 domain
Q9BXL5	Complete proteome; Developmental protein; Differentiation; Nucleus; Phosphoprotein; Reference proteome
Q9NNX9	Complete proteome; Reference proteome; Repeat
Q9NQR7	Coiled coil; Complete proteome; Phosphoprotein; Reference proteome
Q9ULE4	Coiled coil; Complete proteome; Polymorphism; Reference proteome
B9ZVM9	Coiled coil; Complete proteome; Reference proteome
H3BSY2	Alternative splicing; Coiled coil; Complete proteome; Reference proteome
K7EPK0	Complete proteome; Reference proteome
O15083	Cell junction; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Phosphoprotein; Polymorphism; Reference proteome; Synapse; Synaptosome
P06753	Acetylation; Actin-binding; Alternative splicing; Chromosomal rearrangement; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Direct protein sequencing; Disease mutation; Muscle protein; Nemaline myopathy; Phosphoprotein; Proto-oncogene; Reference proteome
P78364	3D-structure; Complete proteome; DNA-binding; Developmental protein; Disease mutation; Metal-binding; Nucleus; Phosphoprotein; Polymorphism; Primary microcephaly; Reference proteome; Zinc; Zinc-finger
Q08378	Acetylation; Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Golgi apparatus; Membrane; Phosphoprotein; Polymorphism; Reference proteome
Q15075	3D-structure; Coiled coil; Complete proteome; Cytoplasm; Direct protein sequencing; Endosome; Membrane; Metal-binding; Phosphoprotein; Polymorphism; Reference proteome; Zinc; Zinc-finger
Q4G0X9	Alternative splicing; Cell projection; Ciliopathy; Cilium; Coiled coil; Complete proteome; Cytoplasm; Phosphoprotein; Polymorphism; Primary ciliary dyskinesia; Reference proteome
Q5QJ38	Complete proteome; Polymorphism; Reference proteome
Q5T749	Complete proteome; Cytoplasm; Phosphoprotein; Polymorphism; Reference proteome
Q5VVM6	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q6JBY9	Alternative splicing; Complete proteome; Phosphoprotein; Polymorphism; Reference proteome
Q6ZUT1	Alternative splicing; Complete proteome; Phosphoprotein; Reference proteome
Q86TE4	Alternative splicing; Coiled coil; Complete proteome; Glycoprotein; Polymorphism; Reference proteome; Secreted; Signal
Q86VM9	Acetylation; Alternative splicing; Coiled coil; Complete proteome; Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation; Zinc; Zinc-finger
Q8IVE0	Coiled coil; Complete proteome; Reference proteome
Q8IYE1	Cell projection; Cilium biogenesis/degradation; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Phosphoprotein; Polymorphism; Reference proteome
Q8N3L3	Coiled coil; Complete proteome; Phosphoprotein; Polymorphism; Reference proteome
Q8NCX0	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q8NF67	Coiled coil; Complete proteome; Reference proteome
Q8WVC0	3D-structure; Acetylation; Activator; Alternative splicing; Complete proteome; Nucleus; Phosphoprotein; Reference proteome; Transcription; Transcription regulation; Wnt signaling pathway
Q9BT92	Apoptosis; Cell membrane; Cilium biogenesis/degradation; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Isopeptide bond; Membrane; Mitochondrion; Polymorphism; Reference proteome; Tumor suppressor; Ubl conjugation
Q9H2F9	Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q9H7C4	Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Intermediate filament; Phosphoprotein; Reference proteome
Q9P127	Alternative splicing; Complete proteome; Cytoplasm; Nucleus; Polymorphism; RNA-binding; Reference proteome; Transport; mRNA transport
Q9UL16	Alternative splicing; Cell projection; Cilium; Coiled coil; Complete proteome; Polymorphism; Reference proteome
A6NCC3	Alternative splicing; Coiled coil; Complete proteome; Reference proteome
A6NEM1	Alternative splicing; Coiled coil; Complete proteome; Reference proteome
A6NI79	Coiled coil; Complete proteome; Lipoprotein; Myristate; Phosphoprotein; Polymorphism; Reference proteome
A8MV72	Complete proteome; Reference proteome
H0YKK7	Coiled coil; Complete proteome; Reference proteome
O00461	Coiled coil; Complete proteome; Endosome; Glycoprotein; Golgi apparatus; Lipoprotein; Membrane; Myristate; Phosphoprotein; Polymorphism; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix; Transport
O14513	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
P07951	Acetylation; Actin-binding; Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Direct protein sequencing; Disease mutation; Muscle protein; Nemaline myopathy; Phosphoprotein; Polymorphism; Reference proteome
P0CJ92	Coiled coil; Complete proteome; Reference proteome
P23508	Alternative splicing; Cell membrane; Cell projection; Complete proteome; Cytoplasm; Membrane; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Tumor suppressor; Wnt signaling pathway
Q02383	Complete proteome; Direct protein sequencing; Glycoprotein; Polymorphism; Reference proteome; Repeat; Secreted; Signal
Q02952	Alternative splicing; Complete proteome; Cytoplasm; Cytoskeleton; Lipoprotein; Membrane; Myristate; Phosphoprotein; Polymorphism; Reference proteome; Repeat
Q12799	Alternative splicing; Coiled coil; Complete proteome; Reference proteome
Q15276	3D-structure; Acetylation; Alternative splicing; Apoptosis; Coiled coil; Complete proteome; Cytoplasm; Cytoplasmic vesicle; Direct protein sequencing; Endocytosis; Endosome; Phosphoprotein; Polymorphism; Protein transport; Reference proteome; Transport
Q3BBV2	Coiled coil; Complete proteome; Cytoplasm; Reference proteome; Repeat
Q3MJ40	Alternative splicing; Coiled coil; Complete proteome; Reference proteome
Q3V6T2	Alternative splicing; Cell membrane; Cell projection; Coiled coil; Complete proteome; Cytoplasm; Cytoplasmic vesicle; DNA replication; Membrane; Neurogenesis; Phosphoprotein; Reference proteome
Q5T0Z8	Alternative splicing; Complete proteome; Phosphoprotein; Polymorphism; Reference proteome
Q5T7N2	3D-structure; Acetylation; Coiled coil; Complete proteome; Phosphoprotein; Polymorphism; Reference proteome
Q5VZ66	Alternative splicing; Coiled coil; Complete proteome; Golgi apparatus; Phosphoprotein; Polymorphism; Reference proteome
Q658T7	Alternative splicing; Complete proteome; Reference proteome
Q66GS9	Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Mental retardation; Phosphoprotein; Polymorphism; Primary microcephaly; Reference proteome
Q7Z6B0	3D-structure; Alternative splicing; Coiled coil; Complete proteome; Golgi apparatus; Membrane; Phosphoprotein; Polymorphism; Protein transport; Reference proteome; Transport
Q8IYE0	Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Polymorphism; Reference proteome
Q8N6V9	Alternative splicing; Coiled coil; Complete proteome; Reference proteome
Q8N9E0	Complete proteome; Polymorphism; Reference proteome
Q8ND24	Acetylation; Alternative splicing; Coiled coil; Complete proteome; Metal-binding; Phosphoprotein; Reference proteome; Zinc; Zinc-finger
Q8TBY8	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q8TD31	Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Developmental protein; Differentiation; Nucleus; Polymorphism; Reference proteome
Q96AA8	Alternative splicing; Coiled coil; Complete proteome; Golgi apparatus; Polymorphism; Reference proteome
Q96JN2	Alternative splicing; Coiled coil; Complete proteome; Membrane; Phosphoprotein; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
Q96KP6	Alternative splicing; Coiled coil; Complete proteome; Inflammatory response; Polymorphism; Reference proteome
Q96NL6	Acetylation; Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Phosphoprotein; Polymorphism; Reference proteome
Q96QF7	Complete proteome; Nucleus; Polymorphism; Reference proteome
Q9H5N1	Acetylation; Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Endocytosis; Endosome; Phosphoprotein; Protein transport; Reference proteome; Transport
Q9HCH0	Alternative splicing; Coiled coil; Complete proteome; Phosphoprotein; Reference proteome
Q9P219	Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Disease mutation; Neurodegeneration; Phosphoprotein; Polymorphism; Reference proteome; Spinocerebellar ataxia; Wnt signaling pathway
Q9Y2W2	Acetylation; Coiled coil; Complete proteome; Cytoplasm; Direct protein sequencing; Nucleus; Phosphoprotein; Reference proteome; mRNA processing; mRNA splicing; rRNA processing
A1A5D9	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
A4FU49	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome; SH3 domain
A6NGH7	Coiled coil; Complete proteome; Reference proteome
A6NNH2	Complete proteome; Reference proteome
E7EW31	Complete proteome; Reference proteome
F8WAN1	Coiled coil; Complete proteome; Reference proteome
F8WBI6	Coiled coil; Complete proteome; Reference proteome
I3L273	Complete proteome; Glycoprotein; Golgi apparatus; Membrane; Olfaction; Reference proteome; Sensory transduction; Signal; Transmembrane; Transmembrane helix
O15240	Amidation; Antibiotic; Antimicrobial; Cleavage on pair of basic residues; Complete proteome; Cytoplasmic vesicle; Direct protein sequencing; Growth factor; Phosphoprotein; Pyrrolidone carboxylic acid; Reference proteome; Secreted; Signal
O60732	Alternative splicing; Complete proteome; Polymorphism; Reference proteome; Repeat; Tumor antigen
O95817	Acetylation; Apoptosis; Cardiomyopathy; Chaperone; Complete proteome; Disease mutation; Myofibrillar myopathy; Phosphoprotein; Polymorphism; Reference proteome; Repeat
P0CAP1	3D-structure; Alternative splicing; Cell junction; Cell membrane; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Membrane; Polymorphism; Reference proteome; Signal
P20930	3D-structure; Calcium; Citrullination; Coiled coil; Complete proteome; Developmental protein; Direct protein sequencing; Ichthyosis; Metal-binding; Phosphoprotein; Polymorphism; Reference proteome; Repeat
P40222	Coiled coil; Complete proteome; Exocytosis; Phosphoprotein; Reference proteome
P80723	Alternative splicing; Cell membrane; Cell projection; Complete proteome; Direct protein sequencing; Lipoprotein; Membrane; Myristate; Phosphoprotein; Polymorphism; Reference proteome
Q14093	Complete proteome; Cytoplasm; Cytoskeleton; Developmental protein; Differentiation; Polymorphism; Reference proteome; Repeat; Spermatogenesis
Q14980	3D-structure; ADP-ribosylation; Acetylation; Alternative splicing; Cell cycle; Cell division; Chromosome; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Glycoprotein; Isopeptide bond; Microtubule; Mitosis; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation
Q15431	Cell cycle; Cell division; Chromosome; Coiled coil; Complete proteome; DNA-binding; Isopeptide bond; Meiosis; Nucleus; Polymorphism; Reference proteome; Ubl conjugation
Q3KQU3	Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Isopeptide bond; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation
Q494V2	Alternative splicing; Coiled coil; Complete proteome; Reference proteome
Q5BJE1	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q5BJF6	Alternative splicing; Cell projection; Cilium; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Developmental protein; Differentiation; Microtubule; Phosphoprotein; Polymorphism; Reference proteome; Spermatogenesis
Q5T6C5	Complete proteome; Polymorphism; Reference proteome
Q6P6B1	Alternative splicing; Complete proteome; Phosphoprotein; Polymorphism; Reference proteome
Q6ZN01	Activator; Alternative splicing; Complete proteome; Nucleus; Reference proteome; Transcription; Transcription regulation
Q7Z2K8	Alternative splicing; Cell membrane; Cell projection; Complete proteome; Lipoprotein; Membrane; Palmitate; Phosphoprotein; Polymorphism; Reference proteome
Q7Z7A1	Alternative splicing; Cell cycle; Cell division; Chromosomal rearrangement; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Leucine-rich repeat; Phosphoprotein; Polymorphism; Reference proteome; Repeat
Q86SQ7	Alternative splicing; Bardet-Biedl syndrome; Cell junction; Ciliopathy; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Leber congenital amaurosis; Nephronophthisis; Obesity; Polymorphism; Reference proteome; Senior-Loken syndrome
Q86VQ0	Cell projection; Cilium; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Leber congenital amaurosis; Phosphoprotein; Polymorphism; Protein transport; Reference proteome; Transport
Q8IYB3	3D-structure; Acetylation; Alternative splicing; Citrullination; Complete proteome; DNA-binding; Direct protein sequencing; Isopeptide bond; Nucleus; Phosphoprotein; Polymorphism; RNA-binding; Reference proteome; Spliceosome; Ubl conjugation; mRNA processing; mRNA splicing
Q8N8E3	Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Polymorphism; Reference proteome
Q8NEF3	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q8NEH6	Coiled coil; Complete proteome; Meiosis; Nucleus; Phosphoprotein; Polymorphism; Reference proteome
Q8NEP4	Complete proteome; Polymorphism; Reference proteome
Q92805	Coiled coil; Complete proteome; Golgi apparatus; Membrane; Phosphoprotein; Polymorphism; Reference proteome
Q96MG2	Complete proteome; Endoplasmic reticulum; Membrane; Polymorphism; Reference proteome; Sarcoplasmic reticulum
Q96N16	Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Membrane; Microtubule; Phosphoprotein; Polymorphism; Protein transport; Reference proteome; Transport
Q96RK0	3D-structure; Acetylation; Complete proteome; DNA-binding; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Repressor; Transcription; Transcription regulation
Q9BW71	Alternative splicing; Complete proteome; Nucleus; Phosphoprotein; Polymorphism; Reference proteome
Q9BXG8	Coiled coil; Complete proteome; Cytoplasm; DNA-binding; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Transcription; Transcription regulation
Q9P2M7	Acetylation; Alternative splicing; Cell junction; Coiled coil; Complete proteome; Direct protein sequencing; Phosphoprotein; Polymorphism; Reference proteome; Tight junction
Q9UKV3	Acetylation; Alternative splicing; Apoptosis; Complete proteome; Direct protein sequencing; Isopeptide bond; Methylation; Nucleus; Phosphoprotein; Polymorphism; RNA-binding; Reference proteome; Ubl conjugation; mRNA processing; mRNA splicing
Q9ULL0	Complete proteome; Polymorphism; Reference proteome
Q9UMS6	Actin-binding; Alternative splicing; Complete proteome; Cytoplasm; Nucleus; Phosphoprotein; Polymorphism; Reference proteome
A6NE21	Complete proteome; Reference proteome
A8MUA0	Complete proteome; Reference proteome
A8MWA6	Complete proteome; Reference proteome
A8MZF0	Complete proteome; Reference proteome
B1AJZ9	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
O00515	Basement membrane; Complete proteome; Extracellular matrix; Phosphoprotein; Polymorphism; Reference proteome; Repeat; Secreted
O14598	Complete proteome; Reference proteome
O15069	Complete proteome; Cytoplasm; Nucleus; Phosphoprotein; Polymorphism; Protein transport; Reference proteome; Transport
O15117	3D-structure; Acetylation; Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Direct protein sequencing; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; SH3 domain
O75410	Acetylation; Alternative splicing; Cell cycle; Cell division; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Lipoprotein; Membrane; Myristate; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Repeat
O75459	Complete proteome; Phosphoprotein; Polymorphism; Reference proteome
O75952	Alternative splicing; Calcium; Cell projection; Cilium; Complete proteome; Cytoplasm; Cytoskeleton; Direct protein sequencing; Flagellum; Metal-binding; Nucleus; Phosphoprotein; Polymorphism; Reference proteome
O95447	Coiled coil; Complete proteome; Polymorphism; Reference proteome
P27816	Acetylation; Alternative splicing; Complete proteome; Cytoplasm; Cytoskeleton; Direct protein sequencing; Microtubule; Phosphoprotein; Polymorphism; Reference proteome; Repeat
P82094	Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; DNA-binding; Golgi apparatus; Membrane; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Repressor; Transcription; Transcription regulation
Q05D60	Alternative splicing; Cilium biogenesis/degradation; Coiled coil; Complete proteome; Cytoplasm; Phosphoprotein; Polymorphism; Reference proteome
Q14789	Acetylation; Alternative splicing; Coiled coil; Complete proteome; Disulfide bond; Golgi apparatus; Membrane; Phosphoprotein; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
Q2NL68	Alternative splicing; Coiled coil; Complete proteome; Phosphoprotein; Polymorphism; Reference proteome
Q2TAC2	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q5BKY9	Alternative splicing; Complete proteome; Phosphoprotein; Reference proteome
Q5HYW2	Complete proteome; Phosphoprotein; Polymorphism; Reference proteome
Q5JU67	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q5MJ10	Complete proteome; Polymorphism; Reference proteome
Q5TB80	Alternative splicing; Cilium biogenesis/degradation; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Isopeptide bond; Microtubule; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation
Q5VTR2	Acetylation; Chromatin regulator; Coiled coil; Complete proteome; Ligase; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation pathway; Zinc; Zinc-finger
Q6ZP65	Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Neurogenesis; Reference proteome; Transport
Q6ZW33	Coiled coil; Complete proteome; Cytoplasm; Developmental protein; Differentiation; Phosphoprotein; Polymorphism; Reference proteome; Spermatogenesis
Q7L4I2	Acetylation; Alternative splicing; Coiled coil; Complete proteome; Phosphoprotein; Polymorphism; Reference proteome
Q7Z7B0	Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Phosphoprotein; Polymorphism; Reference proteome
Q8N5Q1	Complete proteome; Polymorphism; Reference proteome
Q8N715	Coiled coil; Complete proteome; Isopeptide bond; Polymorphism; Reference proteome; Ubl conjugation
Q8NA70	Complete proteome; Reference proteome
Q8NCU4	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q8TF01	Alternative splicing; Coiled coil; Complete proteome; Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
Q8WXA9	Alternative splicing; Complete proteome; Direct protein sequencing; Nucleus; Phosphoprotein; Reference proteome; Spliceosome; mRNA processing; mRNA splicing
Q96A19	Coiled coil; Complete proteome; Phosphoprotein; Reference proteome
Q96EA4	Acetylation; Alternative splicing; Cell cycle; Cell division; Centromere; Chromosome; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Kinetochore; Mitosis; Nucleus; Phosphoprotein; Polymorphism; Reference proteome
