Entry	DNA binding
Q9P2Z0	
Q8IX21	
Q9UK80	
Q9H321	
Q99102	
O43593	
Q6ZSY5	
P23515	
Q99946	
Q8NBB4	
Q15583	DNA_BIND 164 226 Homeobox; TALE-type. {ECO:0000255|PROSITE-ProRule:PRU00108}.
Q8IY47	
Q8N680	
Q13023	
P42166	
O14511	
P53814	
Q96HB5	
Q8IUM7	
O95196	
Q8NFT6	
Q9BV97	
Q9NP62	DNA_BIND 14 169 GCM. {ECO:0000255|PROSITE-ProRule:PRU00245}.
Q6R2W3	
Q07283	
O43414	
Q6S8J3	
Q8NHH1	
P56915	DNA_BIND 160 219 Homeobox. {ECO:0000255|PROSITE-ProRule:PRU00108}.
Q5SR53	
Q13201	
Q9HCH0	
Q13233	
Q68DK7	
Q96C00	
Q13227	
Q05469	
Q8IUW3	
Q8IZS7	
Q8WXJ9	
Q9H6E5	
A6NE52	
Q13117	
Q5T0W9	
P51843	
O15499	DNA_BIND 126 185 Homeobox. {ECO:0000255|PROSITE-ProRule:PRU00108}.
P0CG23	
Q96EK4	
D6RGH6	
Q15428	
Q8WVF5	
Q96BH1	
Q8WZA9	
O94916	DNA_BIND 293 300
Q9NRF2	
Q9BRB3	
Q8N693	DNA_BIND 139 198 Homeobox. {ECO:0000255|PROSITE-ProRule:PRU00108}.
Q9NZH7	
Q9HCI5	
O94854	
Q495C1	
Q9H2P0	DNA_BIND 754 814 Homeobox. {ECO:0000255|PROSITE-ProRule:PRU00108}.
Q5VU13	
Q9NUD5	
Q7Z3K3	
Q9NS56	
Q96LR9	
Q96HA4	
Q9H2A3	
Q6NUI1	
P06850	
O15353	DNA_BIND 271 367 Fork-head. {ECO:0000255|PROSITE-ProRule:PRU00089}.
Q86SG3	
Q6UXB0	
Q8N769	
Q9HC78	
Q6ICC9	
Q9NQZ3	
P0CG12	
Q9UID6	
Q96PE2	
Q8N7W2	
Q9UHF5	
P60508	
Q9H672	
Q6P1R3	
Q5U4P2	
Q9BYE7	
Q8IV76	
O60548	DNA_BIND 126 217 Fork-head. {ECO:0000255|PROSITE-ProRule:PRU00089}.
Q7Z2Q7	
Q96PH6	
Q6L8G5	
Q5VUJ9	
Q8TD91	
Q53S99	
Q9NUA8	
O60732	
Q8N2Y8	
Q8NAF0	
Q96RD6	
Q5VV67	
O00116	
Q99705	
B3KS81	
C9JVW0	
Q96MP5	
Q8N6C5	
Q96NT1	
B7ZBB8	
A8K979	
Q8IWS0	
Q49AM3	
Q5VUA4	
Q9BXQ6	
P07199	DNA_BIND 28 48 H-T-H motif.; DNA_BIND 97 129 H-T-H motif.
Q9H5J0	
Q8NCN4	
Q17R98	
Q9H756	
O94864	
O95800	
P57082	DNA_BIND 71 251 T-box. {ECO:0000255|PROSITE-ProRule:PRU00201}.
Q6AI39	
Q701N2	
Q6PI47	
O15060	
Q9H1R2	
Q9P1Z0	
Q8NCN2	
Q9Y222	DNA_BIND 306 329 H-T-H motif. {ECO:0000255|PROSITE-ProRule:PRU00625}.
Q3MIP1	
Q96MX3	
Q9H9D4	
Q8N7X1	
Q9P2P1	
P57086	
Q8TF76	
Q5T7N2	
Q8TBE0	
Q9NXV6	
Q13263	
P56270	
Q96K80	
Q5JPF3	
Q9UGU0	DNA_BIND 1537 1551 A.T hook.
Q9P267	
Q9NVS2	
Q9BQN1	
O14798	
Q96L73	
Q8TBP5	
Q53H47	DNA_BIND 364 395 H-T-H motif. {ECO:0000250}.; DNA_BIND 428 448 H-T-H motif.
Q96M11	
Q9NR90	
Q9BWW9	
Q5HYW3	
Q8TC41	
Q17RG1	
Q6IC83	
A6NMK8	
Q9H091	
Q9UK53	
Q9NSU2	
A6NKU9	
Q96KN8	
P57077	
Q9HCI6	
Q8NCF5	
Q9NZW4	
