Entry	Keywords
O95825	Alternative splicing; Complete proteome; NADP; Oxidoreductase; Polymorphism; Reference proteome
P20132	3D-structure; Complete proteome; Cytoplasm; Gluconeogenesis; Lyase; Pyridoxal phosphate; Reference proteome
Q53FA7	3D-structure; Acetylation; Alternative splicing; Complete proteome; Direct protein sequencing; NADP; Oxidoreductase; Polymorphism; Reference proteome
Q6P461	ATP-binding; Alternative splicing; Complete proteome; Fatty acid metabolism; GTP-binding; Ligase; Lipid metabolism; Magnesium; Metal-binding; Mitochondrion; Nucleotide-binding; Polymorphism; Reference proteome; Transit peptide
Q9NQW7	3D-structure; Acetylation; Alternative splicing; Aminopeptidase; Complete proteome; Cytoplasm; Direct protein sequencing; Hydrolase; Manganese; Metal-binding; Metalloprotease; Protease; Reference proteome
Q9Y2P4	Cell membrane; Complete proteome; Fatty acid metabolism; Ligase; Lipid metabolism; Lipid transport; Membrane; Nucleotide-binding; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix; Transport
P53004	3D-structure; Acetylation; Complete proteome; Cytoplasm; Direct protein sequencing; Metal-binding; NAD; NADP; Oxidoreductase; Phosphoprotein; Polymorphism; Reference proteome; Zinc
Q14534	Complete proteome; Endoplasmic reticulum; FAD; Flavoprotein; Membrane; Microsome; NADP; Oxidoreductase; Reference proteome; Transmembrane; Transmembrane helix
Q14894	3D-structure; Complete proteome; Cytoplasm; Deafness; Direct protein sequencing; Disease mutation; NAD; NADP; Non-syndromic deafness; Oxidoreductase; Reference proteome
Q15274	3D-structure; Complete proteome; Glycosyltransferase; Polymorphism; Pyridine nucleotide biosynthesis; Reference proteome; Transferase
Q5EB52	Alternative splicing; Complete proteome; Endoplasmic reticulum; Glycoprotein; Hydrolase; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q8IUS5	Complete proteome; Hydrolase; Membrane; Polymorphism; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
Q8N0Z8	Alternative splicing; Complete proteome; Isomerase; Phosphoprotein; Polymorphism; Reference proteome; tRNA processing
Q96GA7	3D-structure; Acetylation; Complete proteome; Lyase; Pyridoxal phosphate; Reference proteome
Q96MS3	Alternative splicing; Complete proteome; Glycosyltransferase; Reference proteome; Secreted; Signal; Transferase
Q9Y5R4	Complete proteome; Methyltransferase; Mitochondrion; Polymorphism; Reference proteome; S-adenosyl-L-methionine; Transferase
O60488	ATP-binding; Alport syndrome; Alternative splicing; Complete proteome; Deafness; Disease mutation; Elliptocytosis; Endoplasmic reticulum; Fatty acid metabolism; Hereditary hemolytic anemia; Ligase; Lipid metabolism; Magnesium; Membrane; Mental retardation; Microsome; Mitochondrion; Mitochondrion outer membrane; Nucleotide-binding; Peroxisome; Polymorphism; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
P34949	Acetylation; Alternative splicing; Complete proteome; Congenital disorder of glycosylation; Cytoplasm; Direct protein sequencing; Disease mutation; Isomerase; Metal-binding; Phosphoprotein; Reference proteome; Zinc
P51570	3D-structure; ATP-binding; Alternative splicing; Carbohydrate metabolism; Cataract; Complete proteome; Direct protein sequencing; Disease mutation; Galactose metabolism; Kinase; Nucleotide-binding; Phosphoprotein; Polymorphism; Reference proteome; Transferase
Q08AH1	ATP-binding; Acetylation; Alternative splicing; Complete proteome; Fatty acid metabolism; GTP-binding; Ligase; Lipid metabolism; Magnesium; Metal-binding; Mitochondrion; Nucleotide-binding; Polymorphism; Reference proteome; Transit peptide
Q08AH3	3D-structure; ATP-binding; Acetylation; Complete proteome; Fatty acid metabolism; Ligase; Lipid metabolism; Magnesium; Metal-binding; Mitochondrion; Nucleotide-binding; Phosphoprotein; Polymorphism; Reference proteome; Transit peptide
Q3LXA3	ATP-binding; Alternative splicing; Cobalt; Complete proteome; FAD; Flavoprotein; Kinase; Lyase; Magnesium; Manganese; Metal-binding; Multifunctional enzyme; Nucleotide-binding; Phosphoprotein; Polymorphism; Reference proteome; Transferase
Q4J6C6	Acetylation; Alternative splicing; Complete proteome; Cytoplasm; Hydrolase; Protease; Reference proteome; Serine protease
Q53FZ2	ATP-binding; Acetylation; Alternative splicing; Complete proteome; Fatty acid metabolism; Ligase; Lipid metabolism; Magnesium; Metal-binding; Mitochondrion; Nucleotide-binding; Polymorphism; Reference proteome; Transit peptide
Q68CK6	ATP-binding; Acetylation; Complete proteome; Direct protein sequencing; Fatty acid metabolism; Ligase; Lipid metabolism; Magnesium; Metal-binding; Mitochondrion; Nucleotide-binding; Phosphoprotein; Reference proteome; Transit peptide
Q6UB28	Aminopeptidase; Complete proteome; Hydrolase; Metal-binding; Mitochondrion; Polymorphism; Protease; Reference proteome; Transit peptide
Q8N4Q0	3D-structure; Acetylation; Alternative splicing; Complete proteome; NADP; Oxidoreductase; Peroxisome; Polymorphism; Reference proteome
Q8NDH3	Alternative splicing; Aminopeptidase; Complete proteome; Hydrolase; Manganese; Metal-binding; Polymorphism; Protease; Reference proteome; Zinc
Q96DP5	Alternative splicing; Complete proteome; Disease mutation; Leigh syndrome; Mitochondrion; Polymorphism; Protein biosynthesis; Reference proteome; Transferase; Transit peptide
Q9H6B9	Complete proteome; Glycoprotein; Hydrolase; Reference proteome; Secreted; Signal
O43175	3D-structure; Acetylation; Amino-acid biosynthesis; Complete proteome; Direct protein sequencing; Disease mutation; NAD; Oxidoreductase; Phosphoprotein; Reference proteome; Serine biosynthesis
O95573	ATP-binding; Complete proteome; Endoplasmic reticulum; Fatty acid metabolism; Ligase; Lipid metabolism; Magnesium; Membrane; Microsome; Mitochondrion; Mitochondrion outer membrane; Nucleotide-binding; Peroxisome; Phosphoprotein; Polymorphism; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
P08686	3D-structure; Alternative splicing; Complete proteome; Congenital adrenal hyperplasia; Disease mutation; Endoplasmic reticulum; Heme; Iron; Lipid-binding; Membrane; Metal-binding; Microsome; Monooxygenase; Oxidoreductase; Polymorphism; Reference proteome; Steroid-binding; Steroidogenesis
P0C7M7	ATP-binding; Complete proteome; Fatty acid metabolism; Ligase; Lipid metabolism; Magnesium; Metal-binding; Mitochondrion; Nucleotide-binding; Polymorphism; Reference proteome; Transit peptide
P50053	3D-structure; ATP-binding; Alternative splicing; Carbohydrate metabolism; Complete proteome; Disease mutation; Kinase; Nucleotide-binding; Polymorphism; Reference proteome; Transferase
Q4L235	ATP-binding; Alternative splicing; Complete proteome; Fatty acid metabolism; Ligase; Lipid metabolism; Nucleotide-binding; Phosphopantetheine; Phosphoprotein; Polymorphism; Reference proteome
Q5T440	Acetylation; Complete proteome; Disease mutation; Heme biosynthesis; Hereditary spastic paraplegia; Mitochondrion; Neurodegeneration; Polymorphism; Reference proteome; Transferase; Transit peptide
Q86YJ6	Alternative splicing; Complete proteome; Cytokine; Lyase; Polymorphism; Pyridoxal phosphate; Reference proteome; Secreted
Q8N5Z0	3D-structure; Acetylation; Alternative splicing; Aminotransferase; Complete proteome; Mitochondrion; Polymorphism; Pyridoxal phosphate; Reference proteome; Transferase; Transit peptide
Q8N8N7	3D-structure; Alternative splicing; Complete proteome; Cytoplasm; NADP; Oxidoreductase; Reference proteome
Q8WWV3	3D-structure; Alternative splicing; Complete proteome; Mitochondrion; Reference proteome; Transit peptide
Q99536	Acetylation; Alternative splicing; Complete proteome; Cytoplasm; Direct protein sequencing; Membrane; Mitochondrion; Mitochondrion outer membrane; Oxidoreductase; Phosphoprotein; Reference proteome
Q9BV79	3D-structure; Acetylation; Alternative splicing; Complete proteome; Cytoplasm; Fatty acid biosynthesis; Fatty acid metabolism; Lipid biosynthesis; Lipid metabolism; Mitochondrion; NADP; Nucleus; Oxidoreductase; Polymorphism; Reference proteome; Transit peptide
Q9HCJ6	3D-structure; Complete proteome; Oxidoreductase; Phosphoprotein; Reference proteome
Q9NRG7	3D-structure; Alternative splicing; Complete proteome; NADP; Oxidoreductase; Polymorphism; Reference proteome
Q9NUZ1	Alternative splicing; Complete proteome; FAD; Flavoprotein; Oxidoreductase; Polymorphism; Reference proteome
Q9UI17	Acetylation; Alternative splicing; Complete proteome; Disease mutation; FAD; Flavoprotein; Mitochondrion; Oxidoreductase; Polymorphism; Reference proteome; Transit peptide
Q9UJ70	3D-structure; ATP-binding; Acetylation; Alternative splicing; Complete proteome; Direct protein sequencing; Kinase; Nucleotide-binding; Phosphoprotein; Polymorphism; Reference proteome; Transferase
Q9ULC5	ATP-binding; Acetylation; Alternative splicing; Complete proteome; Endoplasmic reticulum; Fatty acid metabolism; Ligase; Lipid metabolism; Magnesium; Membrane; Mitochondrion; Mitochondrion outer membrane; Nucleotide-binding; Phosphoprotein; Polymorphism; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
Q9Y2T3	3D-structure; Alternative splicing; Complete proteome; Hydrolase; Metal-binding; Phosphoprotein; Reference proteome; Zinc
Q9Y2Z9	Alternative splicing; Cell projection; Complete proteome; Deafness; Disease mutation; FAD; Flavoprotein; Golgi apparatus; Membrane; Mitochondrion; Mitochondrion inner membrane; Monooxygenase; Oxidoreductase; Polymorphism; Reference proteome; Transit peptide; Ubiquinone biosynthesis
O15067	ATP-binding; Complete proteome; Cytoplasm; Glutamine amidotransferase; Ligase; Magnesium; Metal-binding; Nucleotide-binding; Phosphoprotein; Polymorphism; Purine biosynthesis; Reference proteome
O75911	Alternative splicing; Complete proteome; Membrane; NADP; Oxidoreductase; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
P37058	Alternative splicing; Complete proteome; Disease mutation; Lipid biosynthesis; Lipid metabolism; NADP; Oxidoreductase; Polymorphism; Pseudohermaphroditism; Reference proteome; Steroid biosynthesis
P37059	Complete proteome; Lipid biosynthesis; Lipid metabolism; Membrane; NAD; Oxidoreductase; Polymorphism; Reference proteome; Signal-anchor; Steroid biosynthesis; Transmembrane; Transmembrane helix
P55263	3D-structure; ATP-binding; Acetylation; Alternative splicing; Complete proteome; Cytoplasm; Direct protein sequencing; Disease mutation; Kinase; Magnesium; Metal-binding; Nucleotide-binding; Nucleus; Phosphoprotein; Purine salvage; Reference proteome; Transferase
Q02338	Acetylation; Allosteric enzyme; Complete proteome; Glycoprotein; Mitochondrion; NAD; Oxidoreductase; Phosphoprotein; Reference proteome; Transit peptide
Q03154	3D-structure; Alternative splicing; Complete proteome; Cytoplasm; Disease mutation; Hydrolase; Metal-binding; Polymorphism; Reference proteome; Zinc
Q08426	Acetylation; Alternative splicing; Complete proteome; Disease mutation; Fatty acid metabolism; Isomerase; Lipid metabolism; Lyase; Multifunctional enzyme; NAD; Oxidoreductase; Peroxisome; Phosphoprotein; Polymorphism; Reference proteome
Q14914	3D-structure; Acetylation; Alternative splicing; Complete proteome; Cytoplasm; NADP; Oxidoreductase; Phosphoprotein; Polymorphism; Reference proteome
Q53H82	3D-structure; Acetylation; Complete proteome; Hydrolase; Metal-binding; Phosphoprotein; Reference proteome; Zinc
Q5FVE4	ATP-binding; Alternative splicing; Complete proteome; Cytoplasm; Developmental protein; Differentiation; Fatty acid metabolism; Ligase; Lipid metabolism; Membrane; Nucleotide-binding; Polymorphism; Reference proteome; Spermatogenesis
Q5T160	ATP-binding; Acetylation; Aminoacyl-tRNA synthetase; Complete proteome; Ligase; Mitochondrion; Neurodegeneration; Nucleotide-binding; Polymorphism; Pontocerebellar hypoplasia; Protein biosynthesis; Reference proteome; Transit peptide
Q6IPT4	Alternative splicing; Complete proteome; FAD; Flavoprotein; NAD; Oxidoreductase; Polymorphism; Reference proteome
Q6NUN0	ATP-binding; Acetylation; Alternative splicing; Complete proteome; Fatty acid metabolism; GTP-binding; Ligase; Lipid metabolism; Magnesium; Metal-binding; Mitochondrion; Nucleotide-binding; Polymorphism; Reference proteome; Transit peptide
Q6ZVK8	3D-structure; Alternative splicing; Complete proteome; Hydrolase; Magnesium; Manganese; Metal-binding; Nucleotide metabolism; Reference proteome
Q86V21	ATP-binding; Alternative splicing; Complete proteome; Cytoplasm; Fatty acid metabolism; Ligase; Lipid metabolism; Nucleotide-binding; Polymorphism; Reference proteome
Q8IVS2	3D-structure; Alternative splicing; Complete proteome; Fatty acid biosynthesis; Fatty acid metabolism; Lipid biosynthesis; Lipid metabolism; Mitochondrion; Polymorphism; Reference proteome; Transferase; Transit peptide
Q8IW45	ATP-binding; Alternative splicing; Complete proteome; Glycoprotein; Lyase; Mitochondrion; NAD; NADP; Nucleotide-binding; Phosphoprotein; Polymorphism; Reference proteome; Transit peptide
Q8N5I4	Complete proteome; Oxidoreductase; Polymorphism; Reference proteome; Signal
Q8NCN5	Alternative splicing; Complete proteome; Mitochondrion; Polymorphism; Reference proteome; Transit peptide
Q8NFV4	Alternative splicing; Complete proteome; Hydrolase; Reference proteome; Williams-Beuren syndrome
Q96GJ1	Alternative splicing; Complete proteome; Methyltransferase; Polymorphism; Reference proteome; S-adenosyl-L-methionine; Transferase; tRNA processing
Q9H2F3	Alternative splicing; Complete proteome; Disease mutation; Endoplasmic reticulum; Intrahepatic cholestasis; Membrane; NAD; Oxidoreductase; Polymorphism; Reference proteome; Steroidogenesis; Transmembrane; Transmembrane helix
Q9H4A4	Acetylation; Aminopeptidase; Complete proteome; Hydrolase; Metal-binding; Metalloprotease; Phosphoprotein; Polymorphism; Protease; Reference proteome; Secreted; Zinc
Q9H6R3	ATP-binding; Acetylation; Alternative splicing; Complete proteome; Ligase; Mitochondrion; Nucleotide-binding; Reference proteome; Transit peptide
Q9NTJ4	Alternative splicing; Complete proteome; Glycosidase; Hydrolase; Metal-binding; Polymorphism; Reference proteome; Zinc
Q9P0Z9	Acetylation; Complete proteome; FAD; Flavoprotein; Oxidoreductase; Peroxisome; Reference proteome
Q9UL12	Acetylation; Alternative splicing; Complete proteome; Disease mutation; FAD; Flavoprotein; Mitochondrion; Oxidoreductase; Phosphoprotein; Polymorphism; Reference proteome; Transit peptide
O60678	3D-structure; Acetylation; Alternative splicing; Complete proteome; Cytoplasm; Metal-binding; Methyltransferase; Phosphoprotein; Polymorphism; Reference proteome; S-adenosyl-L-methionine; Transferase; Zinc; Zinc-finger
O60906	Complete proteome; Hydrolase; Lipid metabolism; Magnesium; Membrane; Metal-binding; Polymorphism; Reference proteome; Sphingolipid metabolism; Transmembrane; Transmembrane helix
O75616	Alternative splicing; Complete proteome; GTP-binding; Membrane; Mitochondrion; Mitochondrion inner membrane; Nucleotide-binding; Phosphoprotein; RNA-binding; Reference proteome; Ribosome biogenesis; Transit peptide; rRNA-binding
P08397	3D-structure; Acetylation; Alternative splicing; Complete proteome; Cytoplasm; Direct protein sequencing; Disease mutation; Heme biosynthesis; Porphyrin biosynthesis; Reference proteome; Transferase
P22570	Alternative splicing; Cholesterol metabolism; Complete proteome; Electron transport; FAD; Flavoprotein; Lipid metabolism; Mitochondrion; NADP; Oxidoreductase; Polymorphism; Reference proteome; Steroid metabolism; Sterol metabolism; Transit peptide; Transport
P48728	3D-structure; Alternative splicing; Aminotransferase; Complete proteome; Disease mutation; Mitochondrion; Reference proteome; Transferase; Transit peptide
P51648	3D-structure; Alternative splicing; Complete proteome; Direct protein sequencing; Disease mutation; Endoplasmic reticulum; Ichthyosis; Membrane; Mental retardation; NAD; Oxidoreductase; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix
P80365	Complete proteome; Direct protein sequencing; Disease mutation; Endoplasmic reticulum; Microsome; NAD; Oxidoreductase; Polymorphism; Reference proteome
Q03426	3D-structure; ATP-binding; Cataract; Cholesterol biosynthesis; Cholesterol metabolism; Complete proteome; Cytoplasm; Disease mutation; Kinase; Lipid biosynthesis; Lipid metabolism; Nucleotide-binding; Polymorphism; Reference proteome; Steroid biosynthesis; Steroid metabolism; Sterol biosynthesis; Sterol metabolism; Transferase
Q15067	Acetylation; Alternative splicing; Complete proteome; Disease mutation; FAD; Fatty acid metabolism; Flavoprotein; Lipid metabolism; Oxidoreductase; Peroxisome; Phosphoprotein; Polymorphism; Reference proteome
Q32P41	Complete proteome; Cytoplasm; Methyltransferase; Mitochondrion; Nucleus; Polymorphism; Reference proteome; S-adenosyl-L-methionine; Transferase; tRNA processing
Q6ZT21	Alternative splicing; Complete proteome; Hydrolase; Membrane; Metal-binding; Reference proteome; Transmembrane; Transmembrane helix
Q7Z5J1	Alternative splicing; Complete proteome; NADP; Oxidoreductase; Reference proteome; Secreted; Signal
Q86XE5	3D-structure; Alternative splicing; Complete proteome; Disease mutation; Lyase; Mitochondrion; Reference proteome; Schiff base; Transit peptide
Q96EM0	Complete proteome; Lyase; Polymorphism; Reference proteome
Q96GR2	ATP-binding; Complete proteome; Cytoplasm; Cytoplasmic vesicle; Endoplasmic reticulum; Fatty acid metabolism; Ligase; Lipid metabolism; Microsome; Nucleotide-binding; Phosphoprotein; Polymorphism; Reference proteome
Q96IR7	Complete proteome; Dioxygenase; Iron; Metal-binding; Oxidoreductase; Reference proteome
Q99424	Complete proteome; Direct protein sequencing; FAD; Fatty acid metabolism; Flavoprotein; Lipid metabolism; Oxidoreductase; Peroxisome; Phosphoprotein; Reference proteome
Q99611	ATP-binding; Acetylation; Complete proteome; Kinase; Nucleotide-binding; Phosphoprotein; Polymorphism; Reference proteome; Selenium; Selenocysteine; Transferase
Q9BRQ8	Alternative splicing; Apoptosis; Complete proteome; Cytoplasm; DNA-binding; FAD; Flavoprotein; Lipoprotein; Membrane; Mitochondrion; Mitochondrion outer membrane; Myristate; Oxidoreductase; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
Q9BXD5	Alternative splicing; Carbohydrate metabolism; Complete proteome; Cytoplasm; Lyase; Reference proteome; Schiff base
Q9H4I8	Alternative splicing; Complete proteome; Cytoplasm; Hydrolase; Peroxisome; Polymorphism; Reference proteome
Q9HA92	4Fe-4S; Alternative splicing; Complete proteome; Iron; Iron-sulfur; Metal-binding; Mitochondrion; Oxidoreductase; Polymorphism; Porphyrin biosynthesis; Reference proteome; S-adenosyl-L-methionine; Transit peptide
Q9NQH7	Alternative splicing; Aminopeptidase; Ciliopathy; Complete proteome; Disease mutation; Hydrolase; Manganese; Metal-binding; Metalloprotease; Mitochondrion; Nephronophthisis; Polymorphism; Protease; Reference proteome
Q9NQX3	3D-structure; ATP-binding; Alternative splicing; Cell junction; Cell membrane; Complete proteome; Cytoplasm; Cytoskeleton; Disease mutation; Magnesium; Membrane; Metal-binding; Molybdenum; Molybdenum cofactor biosynthesis; Multifunctional enzyme; Nucleotide-binding; Phosphoprotein; Polymorphism; Postsynaptic cell membrane; Reference proteome; Synapse; Transferase
Q9NXC2	Alternative splicing; Complete proteome; Oxidoreductase; Reference proteome; Secreted; Signal
Q9Y234	Acyltransferase; Complete proteome; Disease mutation; Mitochondrion; Reference proteome; Transferase; Transit peptide
Q9Y303	Alternative splicing; Carbohydrate metabolism; Complete proteome; Hydrolase; Metal-binding; Polymorphism; Reference proteome
Q9Y394	Alternative splicing; Complete proteome; NAD; Oxidoreductase; Polymorphism; Reference proteome; Signal
A0PJE2	Alternative splicing; Complete proteome; NAD; NADP; Oxidoreductase; Reference proteome
A6NKP2	Complete proteome; NAD; Oxidoreductase; Reference proteome
A6NNS2	Alternative splicing; Complete proteome; NAD; NADP; Oxidoreductase; Polymorphism; Reference proteome; Secreted; Signal
G3V3Y1	Complete proteome; Reference proteome
O00442	ATP-binding; Alternative splicing; Complete proteome; Direct protein sequencing; Ligase; Nucleotide-binding; Nucleus; Reference proteome
O14977	3D-structure; Complete proteome; Nucleus; Polyamine biosynthesis; Reference proteome; Ubl conjugation
P00390	3D-structure; Acetylation; Alternative initiation; Alternative splicing; Complete proteome; Cytoplasm; Direct protein sequencing; Disulfide bond; FAD; Flavoprotein; Mitochondrion; NADP; Oxidoreductase; Polymorphism; Redox-active center; Reference proteome; Transit peptide
P04844	Alternative splicing; Complete proteome; Direct protein sequencing; Endoplasmic reticulum; Glycoprotein; Glycosyltransferase; Isopeptide bond; Membrane; Polymorphism; Reference proteome; Signal; Transferase; Transmembrane; Transmembrane helix; Ubl conjugation
P09960	3D-structure; Acetylation; Alternative splicing; Complete proteome; Cytoplasm; Direct protein sequencing; Hydrolase; Leukotriene biosynthesis; Metal-binding; Metalloprotease; Phosphoprotein; Polymorphism; Protease; Reference proteome; Zinc
P28838	Acetylation; Alternative initiation; Aminopeptidase; Complete proteome; Cytoplasm; Direct protein sequencing; Hydrolase; Magnesium; Manganese; Metal-binding; Phosphoprotein; Protease; Reference proteome; Zinc
P30038	3D-structure; Acetylation; Alternative splicing; Complete proteome; Direct protein sequencing; Disease mutation; Mitochondrion; NAD; Oxidoreductase; Phosphoprotein; Polymorphism; Proline metabolism; Reference proteome; Transit peptide
P30838	3D-structure; Acetylation; Complete proteome; Cytoplasm; Direct protein sequencing; NAD; NADP; Oxidoreductase; Polymorphism; Reference proteome
P43353	Acetylation; Alternative splicing; Cell membrane; Complete proteome; Lipoprotein; Membrane; Methylation; NAD; Oxidoreductase; Palmitate; Prenylation; Reference proteome
P48637	3D-structure; ATP-binding; Acetylation; Alternative splicing; Complete proteome; Direct protein sequencing; Disease mutation; Glutathione biosynthesis; Hereditary hemolytic anemia; Ligase; Magnesium; Metal-binding; Nucleotide-binding; Phosphoprotein; Polymorphism; Reference proteome
P49748	3D-structure; Acetylation; Alternative splicing; Cardiomyopathy; Complete proteome; Disease mutation; FAD; Fatty acid metabolism; Flavoprotein; Isopeptide bond; Lipid metabolism; Membrane; Mitochondrion; Mitochondrion inner membrane; Oxidoreductase; Polymorphism; Reference proteome; S-nitrosylation; Transit peptide; Ubl conjugation
Q06136	Alternative splicing; Chromosomal rearrangement; Complete proteome; Endoplasmic reticulum; Lipid metabolism; Membrane; NADP; Oxidoreductase; Proto-oncogene; Reference proteome; Signal; Sphingolipid metabolism; Transmembrane; Transmembrane helix
Q16836	3D-structure; Acetylation; Alternative splicing; Complete proteome; Disease mutation; Fatty acid metabolism; Lipid metabolism; Mitochondrion; NAD; Oxidoreductase; Polymorphism; Reference proteome; Transit peptide
Q16851	3D-structure; Acetylation; Alternative splicing; Complete proteome; Cytoplasm; Magnesium; Metal-binding; Nucleotidyltransferase; Phosphoprotein; Polymorphism; Reference proteome; Transferase
Q32NB8	ATP-binding; Alternative splicing; Complete proteome; Lipid biosynthesis; Lipid metabolism; Mitochondrion; Nucleotide-binding; Phospholipid biosynthesis; Phospholipid metabolism; Phosphoprotein; Reference proteome; Repeat; Transferase; Transit peptide
Q3B7J2	Alternative splicing; Complete proteome; Extracellular matrix; Oxidoreductase; Polymorphism; Reference proteome; Secreted; Signal
Q3MIT2	3D-structure; Coiled coil; Complete proteome; Isomerase; Phosphoprotein; Polymorphism; Reference proteome; tRNA processing
Q5JTZ9	ATP-binding; Aminoacyl-tRNA synthetase; Cardiomyopathy; Complete proteome; Disease mutation; Ligase; Metal-binding; Mitochondrion; Nucleotide-binding; Polymorphism; Premature ovarian failure; Protein biosynthesis; RNA-binding; Reference proteome; Transit peptide; Zinc; tRNA-binding
Q63HM1	Alternative splicing; Complete proteome; Cytoplasm; Hydrolase; Nucleus; Reference proteome; Tryptophan catabolism
Q6P2I3	Calcium; Complete proteome; Hydrolase; Magnesium; Metal-binding; Reference proteome
Q6UWU2	Alternative splicing; Complete proteome; Glycoprotein; Glycosidase; Hydrolase; Reference proteome; Secreted; Signal
Q6XQN6	3D-structure; Alternative splicing; Complete proteome; Cytoplasm; Ligase; Phosphoprotein; Polymorphism; Pyridine nucleotide biosynthesis; Reference proteome; Transferase
Q7L592	Alternative splicing; Complete proteome; Mitochondrion; Polymorphism; Reference proteome; Transit peptide
Q86TW2	ATP-binding; Alternative splicing; Complete proteome; Kinase; Nucleotide-binding; Reference proteome; Secreted; Serine/threonine-protein kinase; Signal; Transferase
Q8IVS8	ATP-binding; Alternative splicing; Complete proteome; Cytoplasm; Disease mutation; Kinase; Mitochondrion; Nucleotide-binding; Phosphoprotein; Polymorphism; Reference proteome; Transferase
Q8IYS1	Complete proteome; Polymorphism; Reference proteome
Q8IZ83	Alternative splicing; Complete proteome; Polymorphism; Reference proteome
Q8N465	Alternative splicing; Complete proteome; Disease mutation; FAD; Flavoprotein; Mitochondrion; Oxidoreductase; Polymorphism; Reference proteome; Transit peptide
Q8TB22	Alternative splicing; Complete proteome; Developmental protein; Differentiation; Phosphoprotein; Polymorphism; Reference proteome; Secreted; Signal; Spermatogenesis
Q969S2	3D-structure; Acetylation; Alternative splicing; Complete proteome; DNA damage; DNA repair; DNA-binding; Direct protein sequencing; Glycosidase; Hydrolase; Lyase; Metal-binding; Multifunctional enzyme; Nucleus; Polymorphism; Reference proteome; Zinc; Zinc-finger
Q969Y2	Alternative splicing; Cardiomyopathy; Complete proteome; Disease mutation; GTP-binding; Mitochondrion; Nucleotide-binding; Polymorphism; Reference proteome; Transit peptide; tRNA processing
Q96CM8	ATP-binding; Acetylation; Alternative splicing; Complete proteome; Fatty acid metabolism; Ligase; Lipid metabolism; Mitochondrion; Nucleotide-binding; Polymorphism; Reference proteome; Transit peptide
Q96GK7	Calcium; Complete proteome; Hydrolase; Magnesium; Metal-binding; Polymorphism; Reference proteome
Q9BTE6	Alternative splicing; Complete proteome; Cytoplasm; Metal-binding; Phosphoprotein; Protein biosynthesis; Reference proteome; Zinc
Q9H2A2	Alternative splicing; Complete proteome; Cytoplasm; NAD; Oxidoreductase; Phosphoprotein; Polymorphism; Reference proteome
Q9H553	Alternative splicing; Complete proteome; Congenital disorder of glycosylation; Congenital myasthenic syndrome; Disease mutation; Glycosyltransferase; Membrane; Polymorphism; Reference proteome; Transferase; Transmembrane; Transmembrane helix
Q9H649	Complete proteome; Methyltransferase; Polymorphism; RNA-binding; Reference proteome; S-adenosyl-L-methionine; Transferase
